語句,読み,意味,語源等解説,関連語,関連分野,難易度
keep away from,キ́ープ アウェ́イ フロ́ム,〜から離れている,keep(保つ)、away(離れて)、from(〜から)の組み合わせ。近づかないようにするという意味。,"stay away from(ステ́イアウェイフロム): 〜から離れている, avoid(アヴォ́イド): 避ける",日常生活,初級
keep back,キ́ープ バ́ック,後ろに下がる・隠す,keep(保つ)と back(後ろに)の組み合わせ。離れた位置を保つ、または秘密にするという意味。,"stay away(ステ́イアウェイ): 離れる, conceal(コンスィ́ール): 隠す",日常生活,初級
knock down,ノ́ック ダ́ウン,倒す・打ち倒す,knock(叩く)と down(下に)の組み合わせ。力で倒すという意味。,"strike down(ストラ́イクダウン): 打ち倒す, topple(トー́プル): 倒す",運動・娯楽,初級
know about,ノ́ウ アバ́ウト,〜について知っている,know(知る)と about(〜について)の組み合わせ。情報を持っているという意味。,"be aware of(ビーアウェアオヴ): 〜に気づいている, be informed about(ビーインフォ́ームドアバウト): 〜について知らされている",言語基本,初級
lead to,リ́ード トゥ,〜につながる,lead(導く)と to(〜へ)の組み合わせ。何かが結果をもたらすという意味。,"result in(リザ́ルトイン): 〜という結果になる, cause(コ́ーズ): 引き起こす",言語基本,初級
learn about,ラ́ーン アバ́ウト,〜について学ぶ,learn(学ぶ)と about(〜について)の組み合わせ。知識を得るという意味。,"study(スタ́ディ): 勉強する, find out about(ファインドアウトアバウト): 〜について知る",学校・学習,初級
learn from,ラ́ーン フロ́ム,〜から学ぶ,learn(学ぶ)と from(〜から)の組み合わせ。経験や人から知識を得るという意味。,"study from(スタ́ディフロム): 〜から学習する, acquire knowledge from(アクワ́イアナ́リッジフロム): 〜から知識を得る",学校・学習,初級
leave for,リ́ーヴ フォ́ー,〜に向けて出発する,leave(出発する)と for(〜へ)の組み合わせ。目的地に向かって出るという意味。,"depart for(ディパ́ートフォア): 〜へ出発する, set off for(セ́ットオフフォア): 〜に向けて出発する",場所・移動,初級
leave out,リ́ーヴ ア́ウト,省く・除外する,leave(残す)と out(外に)の組み合わせ。含めないという意味。,"omit(オミ́ット): 省略する, exclude(イクスクルー́ド): 除外する",言語基本,初級
let down,レ́ット ダ́ウン,がっかりさせる,let(させる)と down(下に)の組み合わせ。期待を裏切るという意味。,"disappoint(ディサポ́イント): 失望させる, fail(フェ́イル): 失敗させる",人・社会,初級
line up,ラ́イン ア́ップ,並ぶ・整列する,line(列)と up(上へ)の組み合わせ。一列に並ぶという意味。,"queue up(キュ́ーア́ップ): 列を作る, stand in line(スタ́ンドインライン): 列に並ぶ",日常生活,初級
listen to,リ́スン トゥ,〜を聞く,listen(聞く)と to(〜に)の組み合わせ。注意して音を聞くという意味。,"hear(ヒ́ア): 聞こえる, pay attention to(ペ́イアテ́ンショントゥ): 〜に注意を払う",言語基本,初級
little by little,リ́トゥル バイ リ́トゥル,少しずつ,little(少し)を by(〜ごとに)でつなぐ繰り返し。徐々にという意味。,"gradually(グラ́ジュアリ): 徐々に, step by step(ステ́ップバイステップ): 段階的に",時間・数量,初級
live in,リ́ヴ イ́ン,〜に住む,live(住む)と in(〜に)の組み合わせ。居住するという意味。,"reside in(リザ́イドイン): 〜に居住する, dwell in(ドウェ́ルイン): 〜に住む",場所・移動,初級
look around,ル́ック アラ́ウンド,見回す・辺りを見る,look(見る)と around(周りを)の組み合わせ。周囲を確認するという意味。,"survey(サ́ーヴェイ): 見渡す, glance around(グラ́ンスアラウンド): 辺りを見る",場所・移動,初級
look back,ル́ック バ́ック,振り返る,look(見る)と back(後ろに)の組み合わせ。後ろを見る、または過去を振り返るという意味。,"recall(リコ́ール): 思い出す, remember(リメ́ンバー): 思い出す",時間・数量,初級
look down,ル́ック ダ́ウン,見下ろす,look(見る)と down(下に)の組み合わせ。下方を見るという意味。,"gaze down(ゲ́イズダウン): 見下ろす, glance down(グラ́ンスダウン): 下を見る",日常生活,初級
look into,ル́ック イ́ントゥ,調査する,look(見る)と into(〜の中に)の組み合わせ。詳しく調べるという意味。,"investigate(インヴェ́スティゲイト): 調査する, examine(イグザ́ミン): 検査する",学校・学習,初級
look over,ル́ック オ́ウヴァー,ざっと見る,look(見る)と over(越えて)の組み合わせ。全体を確認するという意味。,"examine briefly(イグザ́ミンブリ́ーフリ): さっと調べる, scan(スキャ́ン): ざっと見る",学校・学習,初級
look up,ル́ック ア́ップ,調べる・見上げる,look(見る)と up(上へ)の組み合わせ。辞書で調べる、または上方を見るという意味。,"search(サ́ーチ): 探す, consult(コンサ́ルト): 参照する",学校・学習,初級
make friends with,メ́イク フレ́ンズ ウィズ,〜と友達になる,make(作る)、friends(友達)、with(〜と)の組み合わせ。友情を築くという意味。,"become friends with(ビカ́ムフレンズウィズ): 〜と友達になる, befriend(ビフレ́ンド): 友達になる",人・社会,初級
make out,メ́イク ア́ウト,理解する・見分ける,make(作る)と out(外へ)の組み合わせ。何とか分かる、または識別するという意味。,"understand(アンダースタ́ンド): 理解する, distinguish(ディスティ́ングウィッシュ): 区別する",学校・学習,初級
make use of,メ́イク ユ́ース オヴ,〜を利用する,make(作る)、use(使用)、of(〜の)の組み合わせ。活用するという意味。,"utilize(ユ́ーティライズ): 利用する, take advantage of(テイクアドヴァンティジオヴ): 〜を活用する",日常生活,初級
mess around,メ́ス アラ́ウンド,いじくり回す・ふざける,mess(散らかす)と around(周りを)の組み合わせ。適当にいじる、または遊んでいるという意味。,"tinker(ティ́ンカー): いじる, fool around(フ́ールアラウンド): ふざける",日常生活,初級
mix up,ミ́ックス ア́ップ,混同する・混ぜる,mix(混ぜる)と up(上へ)の組み合わせ。異なるものを間違える、または混ぜ合わせるという意味。,"confuse(コンフュ́ーズ): 混乱させる, blend(ブレ́ンド): 混ぜ合わせる",日常生活,初級
more and more,モ́ー アンド モ́ー,ますます・どんどん,more(もっと)の繰り返しで、増加し続けるという意味。,"increasingly(インクリ́ーシングリ): ますます, progressively(プログレ́シヴリ): だんだんと",時間・数量,初級
move along,ムー́ヴ アロ́ング,先に進む,move(動く)と along(沿って)の組み合わせ。前方に移動するという意味。,"proceed(プロスィ́ード): 進む, advance(アドヴァ́ンス): 前進する",場所・移動,初級
move around,ムー́ヴ アラ́ウンド,動き回る,move(動く)と around(周りを)の組み合わせ。あちこち移動するという意味。,"wander(ウォ́ンダー): さまよう, go about(ゴ́ウアバウト): 動き回る",場所・移動,初級
move in,ムー́ヴ イ́ン,引っ越してくる,move(動く)と in(中へ)の組み合わせ。新しい家に入居するという意味。対義語: move out,"relocate(リロ́ウケイト): 移転する, settle in(セ́トルイン): 落ち着く",場所・移動,初級
move out,ムー́ヴ ア́ウト,引っ越す・退去する,move(動く)と out(外へ)の組み合わせ。家から出て行くという意味。対義語: move in,"leave(リ́ーヴ): 去る, vacate(ヴェ́イケイト): 立ち退く",場所・移動,初級
name after,ネ́イム ア́フター,〜にちなんで名付ける,name(名付ける)と after(〜に従って)の組み合わせ。人や物の名前から取るという意味。,"call after(コ́ールア́フター): 〜にちなんで呼ぶ, be named for(ビーネ́イムドフォア): 〜の名を取る",人・社会,初級
next to,ネ́クスト トゥ,〜の隣に,next(次の)と to(〜に)の組み合わせ。すぐ隣にあるという意味。,"beside(ビサ́イド): 〜のそばに, adjacent to(アジェ́イセントトゥ): 〜に隣接する",場所・移動,初級
object to,オブジェ́クト トゥ,〜に反対する,object(反対する)と to(〜に)の組み合わせ。何かに異議を唱えるという意味。,"oppose(オポ́ウズ): 反対する, disagree with(ディサグリ́ーウィズ): 〜と意見が合わない",人・社会,初級
once again,ワ́ンス アゲ́イン,もう一度,once(一度)と again(再び)の組み合わせ。再度という意味。,"one more time(ワ́ンモ́アタイム): もう一回, yet again(イェ́ットアゲイン): またもや",時間・数量,初級
once more,ワ́ンス モ́ー,もう一度,once(一度)と more(もっと)の組み合わせ。もう一回という意味。,"again(アゲ́イン): 再び, one more time(ワ́ンモアタイム): もう一回",時間・数量,初級
one by one,ワ́ン バイ ワ́ン,一つずつ・一人ずつ,one(一つ)を by(〜ごとに)でつなぐ繰り返し。個別にという意味。,"individually(インディヴィ́ジュアリ): 個々に, separately(セ́パレイトリ): 別々に",時間・数量,初級
open up,オ́ウプン ア́ップ,開く・打ち明ける,open(開く)と up(完全に)の組み合わせ。開ける、または心を開くという意味。,"unfold(アンフォ́ウルド): 広げる, reveal(リヴィ́ール): 明かす",人・社会,初級
owe to,オ́ウ トゥ,〜のおかげである,owe(負っている)と to(〜に)の組み合わせ。何かが原因であることを示すという意味。,"be due to(ビーデュ́ートゥ): 〜が原因である, attribute to(アトリ́ビュートトゥ): 〜のせいにする",言語基本,初級
pass along,パ́ス アロ́ング,伝える・回す,pass(渡す)と along(沿って)の組み合わせ。情報や物を次に送るという意味。,"transmit(トランズミ́ット): 伝達する, relay(リレ́イ): 中継する",言語基本,初級
pass away,パ́ス アウェ́イ,亡くなる,pass(通り過ぎる)と away(離れて)の組み合わせ。死去するという意味の婉曲表現。,"die(ダ́イ): 死ぬ, decease(ディスィ́ース): 死亡する",人・社会,初級
pass on,パ́ス オ́ン,伝える・譲る,pass(渡す)と on(先へ)の組み合わせ。次に伝える、または亡くなるという意味。,"transmit(トランズミ́ット): 伝える, die(ダ́イ): 死ぬ",言語基本,初級
pass out,パ́ス ア́ウト,配る・気絶する,pass(渡す)と out(外へ)の組み合わせ。物を配る、または意識を失うという意味。,"distribute(ディストリ́ビュート): 配布する, faint(フェ́イント): 気絶する",日常生活,初級
pay back,ペ́イ バ́ック,返済する・仕返しする,pay(払う)と back(返して)の組み合わせ。お金を返す、または復讐するという意味。,"repay(リペ́イ): 返済する, get revenge(ゲットリヴェ́ンジ): 復讐する",人・社会,初級
pay for,ペ́イ フォ́ー,〜の代金を払う,pay(払う)と for(〜に対して)の組み合わせ。お金を支払うという意味。,"buy(バ́イ): 買う, purchase(パ́ーチャス): 購入する",日常生活,初級
play along,プレ́イ アロ́ング,協力する・調子を合わせる,play(演じる)と along(一緒に)の組み合わせ。相手に合わせるという意味。,"cooperate(コオ́パレイト): 協力する, go along with(ゴ́ウアロングウィズ): 〜に従う",人・社会,初級
point to,ポ́イント トゥ,〜を指す・示す,point(指す)と to(〜に)の組み合わせ。方向や対象を示すという意味。,"indicate(イ́ンディケイト): 示す, show(ショ́ウ): 見せる",言語基本,初級
prepare for,プリペ́ア フォ́ー,〜の準備をする,prepare(準備する)と for(〜のために)の組み合わせ。用意するという意味。,"get ready for(ゲ́ットレ́ディフォア): 〜の準備をする, arrange for(アレ́インジフォア): 〜を手配する",日常生活,初級
prevent from,プリヴェ́ント フロ́ム,〜を妨げる,prevent(防ぐ)と from(〜から)の組み合わせ。何かが起こらないようにするという意味。,"stop from(スト́ップフロム): 〜を止める, keep from(キ́ープフロム): 〜させない",日常生活,初級
protect from,プロテ́クト フロ́ム,〜から守る,protect(守る)と from(〜から)の組み合わせ。危害から保護するという意味。,"shield from(シ́ールドフロム): 〜から守る, defend from(ディフェ́ンドフロム): 〜から防御する",人・社会,初級
pull down,プ́ル ダ́ウン,引き下ろす・取り壊す,pull(引く)と down(下に)の組み合わせ。下に引く、または建物を壊すという意味。,"bring down(ブリ́ングダウン): 下ろす, demolish(ディモリッシュ): 取り壊す",場所・移動,初級
pull over,プ́ル オ́ウヴァー,車を道端に寄せる,pull(引く)と over(越えて)の組み合わせ。車を停止させるという意味。,"stop at the side(スタ́ップア́ットザサ́イド): 脇に停まる, park(パ́ーク): 駐車する",場所・移動,初級
push back,プ́ッシュ バ́ック,押し戻す・延期する,push(押す)と back(後ろに)の組み合わせ。後ろに押す、または予定を遅らせるという意味。,"postpone(ポ́ウストポウン): 延期する, repel(リペ́ル): 押し返す",時間・数量,初級
put back,プ́ット バ́ック,元に戻す,put(置く)と back(後ろに)の組み合わせ。元の位置に戻すという意味。,"return(リタ́ーン): 戻す, replace(リプレ́イス): 元に戻す",日常生活,初級
put down,プ́ット ダ́ウン,置く・書き留める,put(置く)と down(下に)の組み合わせ。下に置く、または記録するという意味。,"set down(セ́ットダウン): 置く, write down(ラ́イトダウン): 書き留める",日常生活,初級
put into,プ́ット イ́ントゥ,入れる・注ぐ,put(置く)と into(〜の中に)の組み合わせ。中に入れる、または努力を注ぐという意味。,"insert into(インサ́ートイントゥ): 挿入する, invest in(インヴェ́ストイン): 投資する",日常生活,初級
put off,プ́ット オ́フ,延期する,put(置く)と off(先に)の組み合わせ。予定を遅らせるという意味。,"postpone(ポ́ウストポウン): 延期する, delay(ディレ́イ): 遅らせる",時間・数量,初級
range from,レ́インジ フロ́ム,〜から〜まで及ぶ,range(範囲がある)と from(〜から)の組み合わせ。範囲の始点を示すという意味。通常 range from A to B の形。,"extend from(イクステ́ンドフロム): 〜から広がる, vary from(ヴェ́アリフロム): 〜から変わる",時間・数量,初級
read about,リ́ード アバ́ウト,〜について読む,read(読む)と about(〜について)の組み合わせ。書かれた情報を得るという意味。,"study about(スタ́ディアバウト): 〜について学習する, research(リサ́ーチ): 調査する",学校・学習,初級
recover from,リカ́ヴァー フロ́ム,〜から回復する,recover(回復する)と from(〜から)の組み合わせ。病気や困難から立ち直るという意味。,"get over(ゲ́ットオ́ウヴァー): 乗り越える, bounce back(バ́ウンスバ́ック): 立ち直る",食・健康,初級
refer to,リファ́ー トゥ,〜を参照する・言及する,refer(参照する)と to(〜へ)の組み合わせ。何かを見て情報を得る、または言及するという意味。,"consult(コンサ́ルト): 相談する, mention(メ́ンション): 言及する",言語基本,初級
relate to,リレ́イト トゥ,〜に関係する・共感する,relate(関連する)と to(〜に)の組み合わせ。何かと関連がある、または共感するという意味。,"connect to(コネ́クトトゥ): 〜と結びつく, understand(アンダスタ́ンド): 理解する",言語基本,初級
rely on,リラ́イ オ́ン,〜を頼りにする,rely(頼る)と on(〜に)の組み合わせ。信頼するという意味。,"depend on(ディペ́ンドオン): 依存する, count on(カ́ウントオン): 当てにする",人・社会,初級
remove from,リムー́ヴ フロ́ム,〜から取り除く,remove(取り除く)と from(〜から)の組み合わせ。ある場所から何かを除去するという意味。,"take away from(テ́イクアウェ́イフロム): 〜から持ち去る, eliminate from(イリ́ミネイトフロム): 〜から排除する",日常生活,初級
respond to,リスポ́ンド トゥ,〜に反応する・返事する,respond(応答する)と to(〜に)の組み合わせ。刺激や質問に対して反応するという意味。,"answer to(ア́ンサートゥ): 〜に答える, react to(リア́クトトゥ): 〜に反応する",言語基本,初級
result from,リザ́ルト フロ́ム,〜に起因する,result(結果となる)と from(〜から)の組み合わせ。何かが原因で起こるという意味。,"stem from(ステ́ムフロム): 由来する, arise from(アラ́イズフロム): 生じる",言語基本,初級
right now,ラ́イト ナ́ウ,今すぐ・ちょうど今,right(まさに)と now(今)の組み合わせ。この瞬間にという意味。,"at this moment(ア́ットディスモーメント): この瞬間, immediately(イミ́ーディエトリ): すぐに",時間・数量,初級
run after,ラ́ン ア́フター,追いかける,run(走る)と after(〜の後を)の組み合わせ。後ろから追うという意味。,"chase(チェ́イス): 追う, pursue(パスュ́ー): 追跡する",場所・移動,初級
run away from,ラ́ン アウェ́イ フロ́ム,〜から逃げる,run(走る)、away(離れて)、from(〜から)の組み合わせ。急いで逃げるという意味。,"flee from(フリ́ーフロム): 〜から逃走する, escape from(エスケイプフロム): 〜から逃げる",場所・移動,初級
run into,ラ́ン イ́ントゥ,偶然会う・衝突する,run(走る)と into(〜の中に)の組み合わせ。ばったり会う、またはぶつかるという意味。,"meet by chance(ミ́ートバイチャンス): 偶然会う, collide with(コラ́イドウィズ): 衝突する",人・社会,初級
run out,ラ́ン ア́ウト,使い果たす・なくなる,run(走る)と out(外へ)の組み合わせ。供給がなくなるという意味。,"be exhausted(ビーイグゾ́ースティド): 尽きる, deplete(ディプリ́ート): 使い果たす",時間・数量,初級
run over,ラ́ン オ́ウヴァー,ひく・あふれる,run(走る)と over(越えて)の組み合わせ。車で轢く、または容量を超えるという意味。,"hit with vehicle(ヒ́ットウィズヴィ́ーイクル): 車でひく, overflow(オ́ウヴァーフロウ): あふれる",場所・移動,初級
save from,セ́イヴ フロ́ム,〜から救う,save(救う)と from(〜から)の組み合わせ。危険や困難から助け出すという意味。,"rescue from(レ́スキューフロム): 〜から救出する, deliver from(ディリ́ヴァーフロム): 〜から解放する",人・社会,初級
search for,サ́ーチ フォ́ー,〜を探す,search(探す)と for(〜を)の組み合わせ。何かを見つけようと探すという意味。,"look for(ル́ックフォア): 探す, seek(スィ́ーク): 探し求める",日常生活,初級
send for,セ́ンド フォ́ー,〜を呼びにやる,send(送る)と for(〜を)の組み合わせ。人を呼び寄せるという意味。,"summon(サ́マン): 呼び出す, call for(コ́ールフォア): 迎えに行く",人・社会,初級
separate from,セ́パレイト フロ́ム,〜から分離する,separate(分ける)と from(〜から)の組み合わせ。一つのものから切り離すという意味。,"divide from(ディヴァ́イドフロム): 〜から分割する, isolate from(ア́イソレイトフロム): 〜から隔離する",日常生活,初級
set back,セ́ット バ́ック,遅らせる・後退させる,set(置く)と back(後ろに)の組み合わせ。進行を妨げるという意味。,"delay(ディレ́イ): 遅らせる, hinder(ヒ́ンダー): 妨げる",時間・数量,初級
set off,セ́ット オ́フ,出発する,set(置く)と off(離れて)の組み合わせ。旅に出るという意味。,"depart(ディパ́ート): 出発する, leave(リ́ーヴ): 出発する",場所・移動,初級
settle down,セ́トゥル ダ́ウン,落ち着く・定住する,settle(定まる)と down(下に)の組み合わせ。安定する、または一箇所に住むという意味。,"calm down(カ́ームダウン): 落ち着く, establish residence(イスタ́ブリッシュレ́ジデンス): 居住する",人・社会,初級
shake hands with,シェ́イク ハ́ンズ ウィズ,〜と握手する,shake(振る)、hands(手)、with(〜と)の組み合わせ。挨拶として手を握り合うという意味。,"greet(グリ́ート): 挨拶する, exchange greetings(イクスチェインジグリーティングズ): 挨拶を交わす",人・社会,初級
shift to,シ́フト トゥ,〜に移る,shift(移動する)と to(〜へ)の組み合わせ。位置や状態を変えるという意味。,"move to(ムー́ヴトゥ): 〜へ移動する, transfer to(トランスファ́ートゥ): 〜へ転移する",日常生活,初級
show around,ショ́ウ アラ́ウンド,案内する,show(見せる)と around(周りを)の組み合わせ。場所を紹介するという意味。,"guide around(ガ́イドアラウンド): 案内する, take on a tour(テ́イクオンアトゥア): 案内する",場所・移動,初級
show off,ショ́ウ オ́フ,見せびらかす,show(見せる)と off(誇示して)の組み合わせ。自慢げに何かを見せるという意味。,"boast(ボ́ウスト): 自慢する, brag(ブラ́グ): 自慢する",人・社会,初級
shut down,シャ́ット ダ́ウン,閉鎖する・停止する,shut(閉じる)と down(完全に)の組み合わせ。完全に止めるという意味。,"close down(クロ́ウズダウン): 閉鎖する, stop(スタ́ップ): 停止する",科学・技術,初級
side by side,サ́イド バイ サ́イド,並んで・一緒に,side(側)を by(〜ごとに)でつなぐ繰り返し。隣り合ってという意味。,"next to each other(ネ́クストトゥイ́ーチアザー): 互いに隣に, together(トゥゲ́ザー): 一緒に",場所・移動,初級
similar to,シ́ミラー トゥ,〜に似ている,similar(似ている)と to(〜に)の組み合わせ。性質が近いという意味。,"like(ラ́イク): 〜のような, resemble(リゼ́ンブル): 似る",言語基本,初級
sing along,スィ́ング アロ́ング,一緒に歌う,sing(歌う)と along(一緒に)の組み合わせ。他の人と共に歌うという意味。,"join in singing(ジョ́インインスィ́ンギング): 歌に加わる, chant together(チャ́ントトゥゲ́ザー): 一緒に唱える",運動・娯楽,初級
slow up,スロ́ウ ア́ップ,ゆっくりにする,slow(遅い)と up(上へ)の組み合わせ。速度を落とすという意味。類似: slow down,"slow down(スロ́ウダ́ウン): 減速する, decelerate(ディスェ́ラレイト): 速度を落とす",場所・移動,初級
smell like,スメ́ル ラ́イク,〜のような匂いがする,smell(匂う)と like(〜のような)の組み合わせ。特定の匂いがするという意味。,"smell of(スメ́ルオヴ): 〜の匂いがする, reek of(リ́ークオヴ): 〜の悪臭がする",日常生活,初級
so long,ソ́ウ ロ́ング,さようなら・長い間,so(それほど)と long(長い)の組み合わせ。別れの挨拶、または長期間という意味。,"goodbye(グ́ッドバイ): さようなら, for a long time(フォ́ーアロ́ングタイム): 長い間",人・社会,初級
sort out,ソ́ート ア́ウト,整理する・解決する,sort(分類する)と out(外へ)の組み合わせ。物事を整理する、または問題を解決するという意味。,"organize(オ́ーガナイズ): 整理する, resolve(リゾ́ルヴ): 解決する",日常生活,初級
sound like,サ́ウンド ラ́イク,〜のように聞こえる,sound(聞こえる)と like(〜のような)の組み合わせ。何かに似た音や様子という意味。,"seem like(スィ́ームラ́イク): 〜のように見える, appear(アピ́ア): 見える",言語基本,初級
speak up,スピ́ーク ア́ップ,はっきり話す・声を上げる,speak(話す)と up(上へ)の組み合わせ。より大きな声で話す、または意見を言うという意味。,"talk louder(トー́クラ́ウダー): 大声で話す, voice opinion(ヴォ́イスオピ́ニオン): 意見を述べる",言語基本,初級
speed up,スピ́ード ア́ップ,速度を上げる,speed(速度)と up(上へ)の組み合わせ。より速くするという意味。,"accelerate(アクセ́ラレイト): 加速する, hasten(ヘ́イスン): 急がせる",場所・移動,初級
spend on,スペ́ンド オ́ン,〜に費やす,spend(使う)と on(〜に)の組み合わせ。お金や時間を使うという意味。,"use for(ユ́ーズフォア): 〜のために使う, invest in(インヴェ́ストイン): 〜に投資する",日常生活,初級
stay awake,ステ́イ アウェ́イク,起きている,stay(留まる)と awake(目覚めて)の組み合わせ。眠らずにいるという意味。,"remain awake(リメ́インアウェイク): 起きたままでいる, keep awake(キ́ープアウェイク): 目を覚ましている",日常生活,初級
stay away,ステ́イ アウェ́イ,近づかない,stay(留まる)と away(離れて)の組み合わせ。ある場所や人から離れているという意味。,"keep away(キ́ープアウェイ): 近づけない, avoid(アヴォ́イド): 避ける",日常生活,初級
steal from,スティ́ール フロ́ム,〜から盗む,steal(盗む)と from(〜から)の組み合わせ。不正に物を取るという意味。,"rob(ロ́ブ): 強奪する, thieve from(スィ́ーヴフロム): 〜から窃盗する",人・社会,初級
step back,ステ́ップ バ́ック,後ろに下がる,step(歩く)と back(後ろに)の組み合わせ。後方へ一歩下がるという意味。,"move back(ムー́ヴバック): 後ろに動く, retreat(リトリ́ート): 退く",場所・移動,初級
step by step,ステ́ップ バイ ステ́ップ,一歩ずつ・段階的に,step(段階)を by(〜ごとに)でつなぐ繰り返し。順を追ってという意味。,"gradually(グラ́ジュアリ): 徐々に, little by little(リトゥルバイリトゥル): 少しずつ",学校・学習,初級
stick to,スティ́ック トゥ,〜に固執する・くっつく,stick(くっつく)と to(〜に)の組み合わせ。計画などを守る、または物理的に付着するという意味。,"adhere to(アドヒ́アトゥ): 〜に従う, cling to(クリ́ングトゥ): 〜にしがみつく",日常生活,初級
straight away,ストレ́イト アウェ́イ,すぐに・直ちに,straight(まっすぐに)と away(離れて)の組み合わせ。遅滞なくという意味。,"immediately(イミ́ーディエトリ): 即座に, right away(ラ́イトアウェイ): すぐに",時間・数量,初級
subscribe to,サブスクラ́イブ トゥ,〜を定期購読する,subscribe(購読する)と to(〜に)の組み合わせ。雑誌などを定期的に購入するという意味。,"sign up for(サ́インア́ップフォア): 〜に登録する, register for(レ́ジスターフォア): 〜に登録する",日常生活,初級
succeed in,サクスィ́ード イ́ン,〜に成功する,succeed(成功する)と in(〜において)の組み合わせ。目標を達成するという意味。,"achieve(アチ́ーヴ): 達成する, accomplish(アコ́ンプリッシュ): 成し遂げる",学校・学習,初級
suffer from,サ́ファー フロ́ム,〜で苦しむ,suffer(苦しむ)と from(〜から)の組み合わせ。病気や問題で苦痛を感じるという意味。,"be afflicted with(ビーアフリ́クティドウィズ): 〜に悩まされる, endure(エンデュ́ア): 耐える",食・健康,初級
switch from,スウィ́ッチ フロ́ム,〜から切り替える,switch(切り替える)と from(〜から)の組み合わせ。一つのものから別のものに変えるという意味。,"change from(チェ́インジフロム): 〜から変える, shift from(シ́フトフロム): 〜から移行する",日常生活,初級
switch to,スウィ́ッチ トゥ,〜に切り替える,switch(切り替える)と to(〜へ)の組み合わせ。別の選択肢に変更するという意味。,"change to(チェ́インジトゥ): 〜に変える, convert to(コンヴァ́ートトゥ): 〜に転換する",日常生活,初級
take advantage of,テ́イク アドヴァ́ンティジ オヴ,〜を利用する,take(取る)、advantage(利点)、of(〜の)の組み合わせ。好機を活かす、または悪用するという意味。,"exploit(イクスプロ́イト): 利用する, make use of(メイクユースオヴ): 〜を利用する",人・社会,初級
take away,テ́イク アウェ́イ,持ち去る・奪う,take(取る)と away(離れて)の組み合わせ。運び去る、または取り上げるという意味。,"remove(リムー́ヴ): 取り除く, carry off(キャ́リオフ): 運び去る",日常生活,初級
take away from,テ́イク アウェ́イ フロ́ム,〜から取り去る,take(取る)、away(離れて)、from(〜から)の組み合わせ。何かを除去するという意味。,"remove from(リムー́ヴフロム): 〜から取り除く, subtract from(サブトラ́クトフロム): 〜から引く",時間・数量,初級
take notice of,テ́イク ノ́ウティス オヴ,〜に注意を払う,take(取る)、notice(注意)、of(〜に)の組み合わせ。気にかけるという意味。,"pay attention to(ペイアテンショントゥ): 〜に注意する, observe(オブザ́ーヴ): 観察する",日常生活,初級
take out of,テ́イク ア́ウト オヴ,〜から取り出す,take(取る)、out(外へ)、of(〜から)の組み合わせ。中から外に取るという意味。,"remove from(リムー́ヴフロム): 〜から取り除く, extract from(イクストラ́クトフロム): 〜から抽出する",日常生活,初級
take over,テ́イク オ́ウヴァー,引き継ぐ・支配する,take(取る)と over(越えて)の組み合わせ。責任を引き受ける、または権力を握るという意味。,"assume control(アスュ́ームコントロ́ウル): 管理を引き継ぐ, succeed(サクスィ́ード): 後を継ぐ",人・社会,初級
take part in,テ́イク パ́ート イ́ン,〜に参加する,take(取る)、part(部分)、in(〜に)の組み合わせ。活動に加わるという意味。,"participate in(パーティ́シペイトイン): 〜に参加する, join in(ジョ́インイン): 〜に加わる",人・社会,初級
take turns,テ́イク タ́ーンズ,交代する,take(取る)と turns(順番)の組み合わせ。順番に何かをするという意味。,"alternate(オ́ールタネイト): 交互にする, rotate(ロ́ウテイト): 回転する",人・社会,初級
talk about,トー́ク アバ́ウト,〜について話す,talk(話す)と about(〜について)の組み合わせ。話題にするという意味。,"discuss(ディスカ́ス): 議論する, speak about(スピ́ークアバウト): 〜について話す",言語基本,初級
talk into,トー́ク イ́ントゥ,説得して〜させる,talk(話す)と into(〜の中に)の組み合わせ。言葉で納得させるという意味。,"persuade(パスウェ́イド): 説得する, convince(コンヴィ́ンス): 納得させる",人・社会,初級
talk to,トー́ク トゥ,〜と話す,talk(話す)と to(〜に)の組み合わせ。誰かと会話するという意味。,"speak to(スピ́ークトゥ): 〜と話す, converse with(コンヴァ́ースウィズ): 〜と会話する",言語基本,初級
taste like,テ́イスト ラ́イク,〜のような味がする,taste(味がする)と like(〜のような)の組み合わせ。特定の味を感じるという意味。,"taste of(テ́イストオヴ): 〜の味がする, savor(セ́イヴァー): 味わう",食・健康,初級
tear down,テ́ア ダ́ウン,取り壊す,tear(引き裂く)と down(下に)の組み合わせ。建物を壊すという意味。,"demolish(ディモ́リッシュ): 破壊する, destroy(ディストロ́イ): 壊す",場所・移動,初級
thank for,サ́ンク フォ́ー,〜に感謝する,thank(感謝する)と for(〜に対して)の組み合わせ。お礼を言うという意味。,"express gratitude for(イクスプレ́スグラ́ティテュードフォア): 〜に感謝を表す, appreciate(アプリ́ーシエイト): 感謝する",人・社会,初級
think about,スィ́ンク アバ́ウト,〜について考える,think(考える)と about(〜について)の組み合わせ。思いを巡らせるという意味。,"consider(コンスィ́ダー): 熟考する, ponder(ポ́ンダー): 熟考する",言語基本,初級
think over,スィ́ンク オ́ウヴァー,よく考える,think(考える)と over(越えて)の組み合わせ。じっくり検討するという意味。,"consider carefully(コンスィ́ダーケ́アフリ): 慎重に考える, ponder(ポ́ンダー): 熟考する",人・社会,初級
