語句,読み,意味,語源等解説,関連語,関連分野,難易度
Regular audits ensure ongoing performance .,,定期的な監査は継続的なパフォーマンスを保証します,,,AI and Future Society,上級
AI sunset clauses time limit systems .,,AIサンセット条項はシステムに期限を設けます,,,AI and Future Society,上級
Must be reviewed and renewed .,,レビューされ更新されなければなりません,,,AI and Future Society,上級
Prevents outdated systems running indefinitely .,,時代遅れのシステムが無期限に稼働するのを防ぎます,,,AI and Future Society,上級
Humans in the loop maintain control .,,ループ内の人間が制御を維持します,,,AI and Future Society,上級
AI assists but humans decide .,,AIは支援するが人間が決定します,,,AI and Future Society,上級
Especially for critical decisions .,,特に重要な決定について,,,AI and Future Society,上級
Preserves accountability .,,説明責任を保持します,,,AI and Future Society,上級
Explainable AI research advances .,,説明可能なAI研究が進歩します,,,AI and Future Society,上級
Making complex models interpretable .,,複雑なモデルを解釈可能にします,,,AI and Future Society,上級
Various techniques developed .,,さまざまな技術が開発されました,,,AI and Future Society,上級
Essential for trust and adoption .,,信頼と採用に不可欠,,,AI and Future Society,上級
The AI journey continues .,,AIの旅は続きます,,,AI and Future Society,上級
New discoveries every day .,,毎日新しい発見,,,AI and Future Society,上級
Challenges and opportunities .,,課題と機会,,,AI and Future Society,上級
We must navigate carefully .,,慎重に進まなければなりません,,,AI and Future Society,上級
"With eyes open to risks . ,",,リスクに目を向けて,,,AI and Future Society,上級
And commitment to human values .,,そして人間の価値へのコミットメント,,,AI and Future Society,上級
Together we shape the AI future . .,,一緒に私たちはAIの未来を形作ります,,,AI and Future Society,上級
Our world is incredibly diverse .,,私たちの世界は信じられないほど多様です,,,Global Diversity,上級
Different cultures languages and traditions .,,異なる文化言語そして伝統,,,Global Diversity,上級
This diversity enriches humanity .,,この多様性は人類を豊かにします,,,Global Diversity,上級
Yet it also creates challenges .,,しかしまた課題も生み出します,,,Global Diversity,上級
"Understanding others requires effort . ,",,他者を理解するには努力が必要です,,,Global Diversity,上級
But brings tremendous rewards .,,しかし大きな報酬をもたらします,,,Global Diversity,上級
Cultural diversity reflects human creativity .,,文化的多様性は人間の創造性を反映します,,,Global Diversity,上級
Each culture develops unique solutions .,,各文化は独自の解決策を開発します,,,Global Diversity,上級
To universal human needs .,,普遍的な人間のニーズに対して,,,Global Diversity,上級
Food shelter community meaning .,,食物避難所コミュニティ意味,,,Global Diversity,上級
Different environments shape cultures .,,異なる環境が文化を形作ります,,,Global Diversity,上級
Desert peoples adapt to scarcity .,,砂漠の人々は不足に適応します,,,Global Diversity,上級
Island communities master navigation .,,島のコミュニティは航海を習得します,,,Global Diversity,上級
Mountain dwellers develop resilience .,,山の住民は回復力を発達させます,,,Global Diversity,上級
Each way of life has value .,,それぞれの生き方に価値があります,,,Global Diversity,上級
Linguistic diversity is staggering .,,言語の多様性は驚異的です,,,Global Diversity,上級
Over 7000 languages are spoken .,,7000以上の言語が話されています,,,Global Diversity,上級
Each language embodies unique worldview .,,各言語は独自の世界観を体現します,,,Global Diversity,上級
Different ways of categorizing reality .,,現実を分類する異なる方法,,,Global Diversity,上級
Some languages have dozens of snow words .,,いくつかの言語は数十の雪の単語を持っています,,,Global Diversity,上級
Others lack words for left and right .,,他のものは左と右の単語を欠いています,,,Global Diversity,上級
Use cardinal directions instead .,,代わりに基本方位を使用します,,,Global Diversity,上級
Language shapes thought subtly .,,言語は思考を微妙に形作ります,,,Global Diversity,上級
"Influences how we perceive the world . ,",,私たちが世界を認識する方法に影響を与えます,,,Global Diversity,上級
But many languages are endangered .,,しかし多くの言語が危機に瀕しています,,,Global Diversity,上級
When a language dies knowledge is lost .,,言語が死ぬと知識が失われます,,,Global Diversity,上級
Traditional ecological wisdom .,,伝統的な生態学的知恵,,,Global Diversity,上級
Cultural practices and stories .,,文化的慣行と物語,,,Global Diversity,上級
Preserving linguistic diversity matters .,,言語の多様性を保存することが重要です,,,Global Diversity,上級
Religious and spiritual diversity is profound .,,宗教的精神的多様性は深遠です,,,Global Diversity,上級
Major world religions include Christianity Islam Hinduism .,,主要な世界の宗教にはキリスト教イスラム教ヒンドゥー教が含まれます,,,Global Diversity,上級
Buddhism Judaism and many others .,,仏教ユダヤ教そして他の多く,,,Global Diversity,上級
Indigenous spiritual traditions exist everywhere .,,先住民の精神的伝統はあらゆる場所に存在します,,,Global Diversity,上級
Each offers answers to life's big questions .,,それぞれが人生の大きな質問への答えを提供します,,,Global Diversity,上級
Meaning purpose morality afterlife .,,意味目的道徳来世,,,Global Diversity,上級
Different practices rituals and beliefs .,,異なる実践儀式そして信念,,,Global Diversity,上級
Yet often share common values .,,しかししばしば共通の価値観を共有します,,,Global Diversity,上級
Compassion justice community .,,思いやり正義コミュニティ,,,Global Diversity,上級
Religious tolerance promotes peace .,,宗教的寛容は平和を促進します,,,Global Diversity,上級
Respecting others' beliefs .,,他者の信念を尊重します,,,Global Diversity,上級
Even when we disagree .,,私たちが意見が合わないときでさえ,,,Global Diversity,上級
Secular worldviews also deserve respect .,,世俗的な世界観も尊重に値します,,,Global Diversity,上級
Ethnic and racial diversity defines modern societies .,,民族的人種的多様性は現代社会を定義します,,,Global Diversity,上級
Migration has always occurred .,,移住は常に起こっています,,,Global Diversity,上級
People move seeking opportunities .,,人々は機会を求めて移動します,,,Global Diversity,上級
Fleeing danger or hardship .,,危険や困難から逃れます,,,Global Diversity,上級
This creates multicultural communities .,,これは多文化コミュニティを作ります,,,Global Diversity,上級
Diverse neighborhoods and cities .,,多様な近隣と都市,,,Global Diversity,上級
Different foods music and festivals .,,異なる食べ物音楽そして祭り,,,Global Diversity,上級
"This enriches daily life . ,",,これは日常生活を豊かにします,,,Global Diversity,上級
But integration takes work .,,しかし統合には努力が必要です,,,Global Diversity,上級
Racism and discrimination persist .,,人種差別と差別が続いています,,,Global Diversity,上級
Based on skin color ethnicity or origin .,,肌の色民族または出身に基づいて,,,Global Diversity,上級
This causes tremendous harm .,,これは大きな害を引き起こします,,,Global Diversity,上級
Denies people opportunities .,,人々から機会を奪います,,,Global Diversity,上級
Creates inequality and injustice .,,不平等と不正義を生み出します,,,Global Diversity,上級
We must actively combat racism .,,私たちは人種差別に積極的に立ち向かわなければなりません,,,Global Diversity,上級
"Through education and policy . ,",,教育と政策を通じて,,,Global Diversity,上級
And examining our own biases .,,そして自分自身のバイアスを検証します,,,Global Diversity,上級
Gender and sexual diversity are increasingly recognized .,,ジェンダーと性的多様性がますます認識されています,,,Global Diversity,上級
Traditional gender roles are being questioned .,,伝統的なジェンダー役割が疑問視されています,,,Global Diversity,上級
Women have fought for equality .,,女性は平等のために戦ってきました,,,Global Diversity,上級
Right to vote work and own property .,,投票する権利働く権利そして財産を所有する権利,,,Global Diversity,上級
In many places gaps remain .,,多くの場所でギャップが残っています,,,Global Diversity,上級
Pay inequity and underrepresentation .,,賃金の不公平と過少代表,,,Global Diversity,上級
LGBTQ people seek acceptance .,,LGBTQ人々は受け入れを求めます,,,Global Diversity,上級
Right to marry and live openly .,,結婚し公然と生きる権利,,,Global Diversity,上級
Without discrimination or violence .,,差別や暴力なしに,,,Global Diversity,上級
"Progress has been made . ,",,進歩が行われました,,,Global Diversity,上級
But much work remains .,,しかし多くの仕事が残っています,,,Global Diversity,上級
Inclusion benefits everyone .,,包摂はすべての人に利益をもたらします,,,Global Diversity,上級
Economic diversity reflects global inequality .,,経済的多様性は世界的な不平等を反映します,,,Global Diversity,上級
Wealth is unevenly distributed .,,富は不均等に分配されています,,,Global Diversity,上級
Some nations are very rich .,,一部の国は非常に裕福です,,,Global Diversity,上級
Others struggle with poverty .,,他の国は貧困と闘っています,,,Global Diversity,上級
Within countries inequality grows .,,国内で不平等が拡大しています,,,Global Diversity,上級
The gap between rich and poor widens .,,富裕層と貧困層の間のギャップが広がります,,,Global Diversity,上級
This creates social tension .,,これは社会的緊張を生み出します,,,Global Diversity,上級
Access to education and healthcare varies .,,教育と医療へのアクセスは異なります,,,Global Diversity,上級
Opportunities depend on where you are born .,,機会はあなたが生まれた場所に依存します,,,Global Diversity,上級
This is fundamentally unfair .,,これは根本的に不公平です,,,Global Diversity,上級
Global cooperation can address inequality .,,世界的な協力は不平等に対処できます,,,Global Diversity,上級
Development aid and fair trade .,,開発援助と公正貿易,,,Global Diversity,上級
Debt relief for poor nations .,,貧しい国々のための債務救済,,,Global Diversity,上級
Technology transfer and education .,,技術移転と教育,,,Global Diversity,上級
Political diversity reflects different governance systems .,,政治的多様性は異なる統治システムを反映します,,,Global Diversity,上級
Democracies monarchies and authoritarian regimes .,,民主主義君主制そして権威主義体制,,,Global Diversity,上級
Each claims advantages .,,それぞれが利点を主張します,,,Global Diversity,上級
Democracy values freedom and participation .,,民主主義は自由と参加を重視します,,,Global Diversity,上級
"Citizens vote and influence policy . ,",,市民は投票し政策に影響を与えます,,,Global Diversity,上級
But can be slow and contentious .,,しかし遅く論争的である可能性があります,,,Global Diversity,上級
"Authoritarian systems claim efficiency . ,",,権威主義システムは効率を主張します,,,Global Diversity,上級
But often suppress freedoms .,,しかししばしば自由を抑圧します,,,Global Diversity,上級
Human rights violations occur .,,人権侵害が発生します,,,Global Diversity,上級
Most agree certain rights are universal .,,ほとんどの人は特定の権利が普遍的であることに同意します,,,Global Diversity,上級
Life liberty security .,,生命自由安全,,,Global Diversity,上級
Freedom from torture and slavery .,,拷問と奴隷制からの自由,,,Global Diversity,上級
The Universal Declaration of Human Rights .,,世界人権宣言,,,Global Diversity,上級
Outlines these principles .,,これらの原則を概説します,,,Global Diversity,上級
Yet implementation varies .,,しかし実装は異なります,,,Global Diversity,上級
Some nations prioritize collective over individual rights .,,一部の国々は個人の権利よりも集団の権利を優先します,,,Global Diversity,上級
Cultural relativism debates arise .,,文化相対主義の議論が生じます,,,Global Diversity,上級
Finding balance is complex .,,バランスを見つけることは複雑です,,,Global Diversity,上級
Conflict often stems from diversity .,,紛争はしばしば多様性から生じます,,,Global Diversity,上級
Competition for resources .,,資源をめぐる競争,,,Global Diversity,上級
Historical grievances .,,歴史的な不満,,,Global Diversity,上級
Misunderstanding and prejudice .,,誤解と偏見,,,Global Diversity,上級
Wars have been fought over differences .,,違いをめぐって戦争が行われてきました,,,Global Diversity,上級
Religion ethnicity territory .,,宗教民族領土,,,Global Diversity,上級
The cost is immense .,,コストは膨大です,,,Global Diversity,上級
Lives lost communities destroyed .,,失われた命破壊されたコミュニティ,,,Global Diversity,上級
Peace building requires dialogue .,,平和構築には対話が必要です,,,Global Diversity,上級
Listening to different perspectives .,,異なる視点に耳を傾けます,,,Global Diversity,上級
Finding common ground .,,共通点を見つけます,,,Global Diversity,上級
Compromise and negotiation .,,妥協と交渉,,,Global Diversity,上級
Reconciliation after conflict is difficult .,,紛争後の和解は困難です,,,Global Diversity,上級
But essential for lasting peace .,,しかし永続的な平和には不可欠です,,,Global Diversity,上級
Truth commissions acknowledge past wrongs .,,真実委員会は過去の過ちを認めます,,,Global Diversity,上級
Reparations may be needed .,,賠償が必要かもしれません,,,Global Diversity,上級
Forgiveness is powerful .,,許しは強力です,,,Global Diversity,上級
But cannot be forced .,,しかし強制することはできません,,,Global Diversity,上級
Global challenges require cooperation .,,世界的な課題には協力が必要です,,,Global Diversity,上級
Climate change affects everyone .,,気候変動はすべての人に影響します,,,Global Diversity,上級
Pandemics cross borders easily .,,パンデミックは国境を簡単に越えます,,,Global Diversity,上級
Economic crises spread globally .,,経済危機は世界的に広がります,,,Global Diversity,上級
No country can solve these alone .,,どの国もこれらを単独で解決することはできません,,,Global Diversity,上級
International organizations facilitate cooperation .,,国際機関は協力を促進します,,,Global Diversity,上級
United Nations World Health Organization .,,国連世界保健機関,,,Global Diversity,上級
World Trade Organization .,,世界貿易機関,,,Global Diversity,上級
These bodies have limitations .,,これらの組織には制限があります,,,Global Diversity,上級
Member states retain sovereignty .,,加盟国は主権を保持します,,,Global Diversity,上級
Enforcement is difficult .,,執行は困難です,,,Global Diversity,上級
But they provide forums for dialogue .,,しかし対話のフォーラムを提供します,,,Global Diversity,上級
Global citizenship is an emerging concept .,,グローバル市民権は新たな概念です,,,Global Diversity,上級
Feeling connected to humanity as a whole .,,人類全体とのつながりを感じます,,,Global Diversity,上級
Not just one's own nation .,,自分の国だけでなく,,,Global Diversity,上級
Caring about distant others .,,遠くの他者を気にかけます,,,Global Diversity,上級
Taking responsibility for global issues .,,世界的な問題に責任を持ちます,,,Global Diversity,上級
Education fosters global citizenship .,,教育はグローバル市民権を育みます,,,Global Diversity,上級
Learning about other cultures .,,他の文化について学びます,,,Global Diversity,上級
Understanding interconnections .,,相互関係を理解します,,,Global Diversity,上級
Developing empathy .,,共感を発展させます,,,Global Diversity,上級
Exchange programs build connections .,,交換プログラムはつながりを築きます,,,Global Diversity,上級
Students study abroad .,,学生は海外で学びます,,,Global Diversity,上級
Experience different ways of life .,,異なる生き方を経験します,,,Global Diversity,上級
Form lasting friendships .,,永続的な友情を形成します,,,Global Diversity,上級
Return home with broader perspectives .,,より広い視野を持って帰国します,,,Global Diversity,上級
Technology connects diverse people .,,技術は多様な人々をつなぎます,,,Global Diversity,上級
Social media spans the globe .,,ソーシャルメディアは世界中に広がります,,,Global Diversity,上級
We can communicate instantly .,,私たちは即座にコミュニケーションできます,,,Global Diversity,上級
"Share experiences and ideas . ,",,経験とアイデアを共有します,,,Global Diversity,上級
But algorithms can create echo chambers .,,しかしアルゴリズムはエコーチェンバーを作る可能性があります,,,Global Diversity,上級
We see only similar views .,,似た見解だけを見ます,,,Global Diversity,上級
This reinforces divisions .,,これは分裂を強化します,,,Global Diversity,上級
We must actively seek diverse perspectives .,,私たちは積極的に多様な視点を求めなければなりません,,,Global Diversity,上級
Arts and culture bridge differences .,,芸術と文化は違いを橋渡しします,,,Global Diversity,上級
Music transcends language .,,音楽は言語を超えます,,,Global Diversity,上級
Visual arts communicate universally .,,視覚芸術は普遍的にコミュニケーションします,,,Global Diversity,上級
Stories help us understand others .,,物語は他者を理解するのを助けます,,,Global Diversity,上級
Cultural exchange programs promote understanding .,,文化交流プログラムは理解を促進します,,,Global Diversity,上級
Exhibitions performances festivals .,,展示パフォーマンス祭り,,,Global Diversity,上級
Celebrating diversity together .,,一緒に多様性を祝います,,,Global Diversity,上級
Sports unite people across borders .,,スポーツは国境を越えて人々を団結させます,,,Global Diversity,上級
Olympic Games bring nations together .,,オリンピックは国々を結びつけます,,,Global Diversity,上級
Athletes compete but also connect .,,アスリートは競争しますがまたつながります,,,Global Diversity,上級
Shared passion for excellence .,,卓越性への共有された情熱,,,Global Diversity,上級
Respect for competitors .,,競合者への敬意,,,Global Diversity,上級
Business and trade create interdependence .,,ビジネスと貿易は相互依存を生み出します,,,Global Diversity,上級
Global supply chains link economies .,,グローバルサプライチェーンは経済を結びつけます,,,Global Diversity,上級
Products contain parts from many countries .,,製品は多くの国からの部品を含みます,,,Global Diversity,上級
"This creates mutual interest in stability . ,",,これは安定性における相互利益を生み出します,,,Global Diversity,上級
But can also create vulnerabilities .,,しかし脆弱性も生み出す可能性があります,,,Global Diversity,上級
Dependence on others .,,他者への依存,,,Global Diversity,上級
Ethical trade practices matter .,,倫理的な貿易慣行が重要です,,,Global Diversity,上級
Fair wages and working conditions .,,公正な賃金と労働条件,,,Global Diversity,上級
Environmental responsibility .,,環境責任,,,Global Diversity,上級
Migration and refugees test compassion .,,移住と難民は思いやりを試します,,,Global Diversity,上級
Millions flee war persecution poverty .,,何百万人もが戦争迫害貧困から逃れます,,,Global Diversity,上級
Seeking safety and opportunity .,,安全と機会を求めて,,,Global Diversity,上級
Host countries face challenges .,,受け入れ国は課題に直面します,,,Global Diversity,上級
"Providing services and integration . ,",,サービスと統合を提供します,,,Global Diversity,上級
But refugees also contribute .,,しかし難民も貢献します,,,Global Diversity,上級
Bring skills and perspectives .,,スキルと視点をもたらします,,,Global Diversity,上級
Enrich communities .,,コミュニティを豊かにします,,,Global Diversity,上級
We have moral obligations .,,私たちには道徳的義務があります,,,Global Diversity,上級
To help those in need .,,困っている人々を助けるために,,,Global Diversity,上級
To uphold human dignity .,,人間の尊厳を守るために,,,Global Diversity,上級
The future will be more diverse .,,未来はより多様になるでしょう,,,Global Diversity,上級
Population movements continue .,,人口移動は続きます,,,Global Diversity,上級
Technology increases connections .,,技術はつながりを増やします,,,Global Diversity,上級
Young people are more globally minded .,,若者はよりグローバルな考え方をしています,,,Global Diversity,上級
They embrace diversity naturally .,,彼らは自然に多様性を受け入れます,,,Global Diversity,上級
This gives hope .,,これは希望を与えます,,,Global Diversity,上級
We can build inclusive societies .,,私たちは包括的な社会を築くことができます,,,Global Diversity,上級
Where everyone belongs .,,すべての人が属する場所,,,Global Diversity,上級
Where differences are celebrated .,,違いが祝われる場所,,,Global Diversity,上級
Not just tolerated .,,単に容認されるだけでなく,,,Global Diversity,上級
This requires active effort .,,これには積極的な努力が必要です,,,Global Diversity,上級
Challenging prejudice .,,偏見に立ち向かいます,,,Global Diversity,上級
Promoting equity .,,公平性を促進します,,,Global Diversity,上級
Creating opportunities for all .,,すべての人のための機会を作ります,,,Global Diversity,上級
Diversity is not a problem to solve .,,多様性は解決すべき問題ではありません,,,Global Diversity,上級
It is reality to embrace .,,それは受け入れるべき現実です,,,Global Diversity,上級
Source of strength and creativity .,,強さと創造性の源,,,Global Diversity,上級
When we work together .,,私たちが一緒に働くとき,,,Global Diversity,上級
Across all our differences .,,私たちのすべての違いを越えて,,,Global Diversity,上級
We can solve any challenge .,,どんな課題も解決できます,,,Global Diversity,上級
Build a better world .,,より良い世界を築きます,,,Global Diversity,上級
For everyone .,,すべての人のために,,,Global Diversity,上級
Indigenous peoples preserve ancient knowledge .,,先住民は古代の知識を保存します,,,Global Diversity,上級
Traditional practices passed down generations .,,伝統的な慣習が世代を超えて受け継がれます,,,Global Diversity,上級
About living sustainably with nature .,,自然と持続可能に生きることについて,,,Global Diversity,上級
"Modern society can learn from this . ,",,現代社会はこれから学ぶことができます,,,Global Diversity,上級
But indigenous rights are often violated .,,しかし先住民の権利はしばしば侵害されます,,,Global Diversity,上級
Land is taken for development .,,土地は開発のために奪われます,,,Global Diversity,上級
Languages and cultures are suppressed .,,言語と文化が抑圧されます,,,Global Diversity,上級
Recognition and protection are necessary .,,認識と保護が必要です,,,Global Diversity,上級
Free prior and informed consent .,,自由で事前の情報に基づく同意,,,Global Diversity,上級
For projects affecting indigenous lands .,,先住民の土地に影響を与えるプロジェクトのために,,,Global Diversity,上級
Disability inclusion promotes full participation .,,障害者の包摂は完全な参加を促進します,,,Global Diversity,上級
People with disabilities face barriers .,,障害を持つ人々は障壁に直面します,,,Global Diversity,上級
Physical attitudinal and systemic .,,物理的態度的そしてシステム的,,,Global Diversity,上級
Universal design makes spaces accessible .,,ユニバーサルデザインはスペースをアクセス可能にします,,,Global Diversity,上級
Ramps elevators clear signage .,,スロープエレベーター明確な標識,,,Global Diversity,上級
Benefits everyone not just disabled people .,,障害者だけでなくすべての人に利益をもたらします,,,Global Diversity,上級
Assistive technology enables independence .,,支援技術は自立を可能にします,,,Global Diversity,上級
Screen readers hearing aids mobility devices .,,スクリーンリーダー補聴器移動装置,,,Global Diversity,上級
Inclusive education benefits all students .,,包括的教育はすべての生徒に利益をもたらします,,,Global Diversity,上級
Learning in diverse classrooms .,,多様な教室での学習,,,Global Diversity,上級
Develops empathy and understanding .,,共感と理解を発展させます,,,Global Diversity,上級
Age diversity enriches communities .,,年齢の多様性はコミュニティを豊かにします,,,Global Diversity,上級
Different generations have different strengths .,,異なる世代は異なる強みを持ちます,,,Global Diversity,上級
Older people have experience and wisdom .,,高齢者は経験と知恵を持っています,,,Global Diversity,上級
Young people bring energy and innovation .,,若者はエネルギーと革新をもたらします,,,Global Diversity,上級
Intergenerational programs connect them .,,世代間プログラムは彼らをつなぎます,,,Global Diversity,上級
Mentorship and mutual learning .,,メンターシップと相互学習,,,Global Diversity,上級
Ageism discriminates against older adults .,,年齢差別は高齢者に対して差別します,,,Global Diversity,上級
Assuming they are less capable .,,彼らがより能力が低いと仮定します,,,Global Diversity,上級
This wastes talent and experience .,,これは才能と経験を無駄にします,,,Global Diversity,上級
Valuing all ages creates stronger societies .,,すべての年齢を評価することはより強い社会を作ります,,,Global Diversity,上級
Neurodiversity recognizes different thinking styles .,,神経多様性は異なる思考スタイルを認識します,,,Global Diversity,上級
Autism ADHD dyslexia and others .,,自閉症ADHD失読症そして他のもの,,,Global Diversity,上級
Not deficits but differences .,,欠陥ではなく違い,,,Global Diversity,上級
Different strengths and challenges .,,異なる強みと課題,,,Global Diversity,上級
Accommodations help neurodivergent people thrive .,,配慮は神経多様な人々が繁栄するのを助けます,,,Global Diversity,上級
Flexible work environments .,,柔軟な労働環境,,,Global Diversity,上級
Clear communication .,,明確なコミュニケーション,,,Global Diversity,上級
Many excel in fields like technology and art .,,多くが技術や芸術のような分野で優れています,,,Global Diversity,上級
Urban rural divide reflects different lifestyles .,,都市と農村の分断は異なるライフスタイルを反映します,,,Global Diversity,上級
"Cities offer opportunities and services . ,",,都市は機会とサービスを提供します,,,Global Diversity,上級
But can be expensive and stressful .,,しかし高価でストレスが多い可能性があります,,,Global Diversity,上級
"Rural areas offer space and nature . ,",,農村地域はスペースと自然を提供します,,,Global Diversity,上級
But may lack infrastructure .,,しかしインフラが不足している可能性があります,,,Global Diversity,上級
Each has value .,,それぞれに価値があります,,,Global Diversity,上級
Policies should support both .,,政策は両方をサポートすべきです,,,Global Diversity,上級
Food diversity reflects cultural richness .,,食の多様性は文化的豊かさを反映します,,,Global Diversity,上級
Every cuisine tells a story .,,すべての料理は物語を語ります,,,Global Diversity,上級
History geography values .,,歴史地理価値観,,,Global Diversity,上級
Sharing food builds connections .,,食べ物を共有することはつながりを築きます,,,Global Diversity,上級
Fusion cuisines blend traditions .,,フュージョン料理は伝統を融合します,,,Global Diversity,上級
Creating something new .,,新しいものを作り出します,,,Global Diversity,上級
Music and dance cross cultural boundaries .,,音楽とダンスは文化的境界を越えます,,,Global Diversity,上級
Rhythms and melodies speak universally .,,リズムとメロディーは普遍的に語ります,,,Global Diversity,上級
Traditional and contemporary forms coexist .,,伝統的で現代的な形式が共存します,,,Global Diversity,上級
Festivals celebrate cultural heritage .,,祭りは文化遺産を祝います,,,Global Diversity,上級
Bring communities together .,,コミュニティを結びつけます,,,Global Diversity,上級
Fashion expresses identity and culture .,,ファッションはアイデンティティと文化を表現します,,,Global Diversity,上級
Traditional garments carry meaning .,,伝統的な衣服は意味を持ちます,,,Global Diversity,上級
Contemporary fashion blends influences .,,現代ファッションは影響を融合します,,,Global Diversity,上級
Self expression through clothing .,,衣服を通じた自己表現,,,Global Diversity,上級
Architecture reflects culture and environment .,,建築は文化と環境を反映します,,,Global Diversity,上級
Traditional designs use local materials .,,伝統的なデザインは地元の材料を使用します,,,Global Diversity,上級
Adapted to climate .,,気候に適応,,,Global Diversity,上級
"Modern architecture pushes boundaries . ,",,現代建築は境界を押し広げます,,,Global Diversity,上級
But should respect context .,,しかし文脈を尊重すべきです,,,Global Diversity,上級
Literature preserves and shares culture .,,文学は文化を保存し共有します,,,Global Diversity,上級
Stories poems and oral traditions .,,物語詩そして口承伝統,,,Global Diversity,上級
"Translation makes literature accessible . ,",,翻訳は文学をアクセス可能にします,,,Global Diversity,上級
But something is always lost .,,しかし何かは常に失われます,,,Global Diversity,上級
Learning languages deepens understanding .,,言語を学ぶことは理解を深めます,,,Global Diversity,上級
Media representation shapes perceptions .,,メディア表現は認識を形作ります,,,Global Diversity,上級
Who is shown and how .,,誰がどのように示されるか,,,Global Diversity,上級
Stereotypes can harm .,,ステレオタイプは害を与える可能性があります,,,Global Diversity,上級
Diverse representation is important .,,多様な表現が重要です,,,Global Diversity,上級
In films TV news advertising .,,映画テレビニュース広告において,,,Global Diversity,上級
Shows the full range of humanity .,,人類の完全な範囲を示します,,,Global Diversity,上級
Workplace diversity improves performance .,,職場の多様性はパフォーマンスを向上させます,,,Global Diversity,上級
Diverse teams are more innovative .,,多様なチームはより革新的です,,,Global Diversity,上級
"Different perspectives lead to better solutions . ,",,異なる視点がより良い解決策につながります,,,Global Diversity,上級
But requires inclusive culture .,,しかし包括的な文化が必要です,,,Global Diversity,上級
Where everyone feels valued .,,すべての人が価値を感じる場所,,,Global Diversity,上級
Can contribute fully .,,完全に貢献できます,,,Global Diversity,上級
Microaggressions create hostile environments .,,マイクロアグレッションは敵対的な環境を作ります,,,Global Diversity,上級
Small slights and insults .,,小さな軽視と侮辱,,,Global Diversity,上級
Often unintentional .,,しばしば意図的ではない,,,Global Diversity,上級
But cumulative impact is significant .,,しかし累積的影響は重大です,,,Global Diversity,上級
Awareness and education reduce them .,,認識と教育がそれらを減らします,,,Global Diversity,上級
Allyship supports marginalized groups .,,同盟は周縁化されたグループをサポートします,,,Global Diversity,上級
Using privilege to help others .,,特権を使って他者を助けます,,,Global Diversity,上級
Speaking up against injustice .,,不正義に対して声を上げます,,,Global Diversity,上級
Amplifying marginalized voices .,,周縁化された声を増幅します,,,Global Diversity,上級
Listening and learning .,,聞いて学ぶ,,,Global Diversity,上級
Intersectionality recognizes overlapping identities .,,交差性は重複するアイデンティティを認識します,,,Global Diversity,上級
People have multiple aspects .,,人々は複数の側面を持っています,,,Global Diversity,上級
Race gender class sexuality disability .,,人種ジェンダー階級性的指向障害,,,Global Diversity,上級
These interact and compound .,,これらは相互作用し複合します,,,Global Diversity,上級
Creating unique experiences of discrimination .,,差別の独自の経験を作り出します,,,Global Diversity,上級
Understanding this improves advocacy .,,これを理解することは擁護を改善します,,,Global Diversity,上級
Environmental justice links to diversity .,,環境正義は多様性に結びつきます,,,Global Diversity,上級
Marginalized communities face more pollution .,,周縁化されたコミュニティはより多くの汚染に直面します,,,Global Diversity,上級
Less access to green space .,,緑地へのアクセスが少ない,,,Global Diversity,上級
Climate change affects them first and worst .,,気候変動は彼らに最初に最悪の影響を与えます,,,Global Diversity,上級
Justice requires addressing these inequities .,,正義はこれらの不公平に対処することを要求します,,,Global Diversity,上級
Health disparities reflect inequality .,,健康格差は不平等を反映します,,,Global Diversity,上級
Some groups have worse health outcomes .,,一部のグループはより悪い健康結果を持っています,,,Global Diversity,上級
Due to poverty discrimination lack of access .,,貧困差別アクセス不足のために,,,Global Diversity,上級
Addressing social determinants of health .,,健康の社会的決定要因に対処します,,,Global Diversity,上級
Housing education employment .,,住宅教育雇用,,,Global Diversity,上級
Improves health equity .,,健康の公平性を改善します,,,Global Diversity,上級
Criminal justice reform addresses racial bias .,,刑事司法改革は人種的バイアスに対処します,,,Global Diversity,上級
Disproportionate incarceration of minorities .,,少数派の不釣り合いな投獄,,,Global Diversity,上級
Harsh sentencing for similar crimes .,,同様の犯罪に対する厳しい判決,,,Global Diversity,上級
Police violence and brutality .,,警察の暴力と残虐行為,,,Global Diversity,上級
Reforms include policy changes .,,改革には政策変更が含まれます,,,Global Diversity,上級
Training and accountability .,,訓練と説明責任,,,Global Diversity,上級
Community based alternatives .,,コミュニティベースの代替案,,,Global Diversity,上級
"Voting rights ensure democratic participation . ,",,投票権は民主的参加を保証します,,,Global Diversity,上級
But some face barriers .,,しかし一部は障壁に直面します,,,Global Diversity,上級
Voter ID laws polling place closures .,,有権者ID法投票所閉鎖,,,Global Diversity,上級
Disenfranchisement of ex offenders .,,元犯罪者の権利剥奪,,,Global Diversity,上級
Protecting voting rights is essential .,,投票権を保護することは不可欠です,,,Global Diversity,上級
For true democracy .,,真の民主主義のために,,,Global Diversity,上級
Language access ensures inclusion .,,言語アクセスは包摂を保証します,,,Global Diversity,上級
Government services in multiple languages .,,複数の言語での政府サービス,,,Global Diversity,上級
Translation and interpretation .,,翻訳と通訳,,,Global Diversity,上級
So everyone can participate .,,すべての人が参加できるように,,,Global Diversity,上級
Understand their rights .,,自分の権利を理解します,,,Global Diversity,上級
