語句,読み,意味,語源等解説,関連語,関連分野,難易度
danger,デ́ンジャー,危険,ラテン語 "dominus" 経由の古仏語。派生: dangerous(デ́ンジャラス): 危険な / endanger(エンデ́ンジャー): 危険にさらす,"risk(リ́スク): 危険, safe(セ́イフ): 安全な",状態,初級
dark,ダ́ーク,暗い・濃い,ゲルマン系語源。派生: darkness(ダ́ークネス): 暗闇 / darken(ダ́ーケン): 暗くする,"light(ラ́イト): 明るい, dim(ディ́ム): 薄暗い",色,初級
date,デ́イト,日付・デート,ラテン語 "datum"(与えられたもの)。派生: update(アッ́プデート): 更新 / dating(デ́イティング): 交際,"day(デ́イ): 日, calendar(カ́レンダー): 暦",時間,初級
daughter,ドー́ター,娘,古英語 "dohtor"。派生: granddaughter(グラ́ンドドーター): 孫娘 / daughter-in-law(ドー́ターインロ́ー): 義娘,"son(サ́ン): 息子, child(チャ́イルド): 子ども",人間関係,初級
day,デ́イ,日・昼間,古英語 "dæg"。派生: daytime(デ́イタイム): 昼間 / someday(サ́ムデイ): いつか,"night(ナ́イト): 夜, today(トゥデ́イ): 今日",時間,初級
dead,デ́ッド,死んだ・非常に,古英語 "dēad"。派生: deadly(デ́ドリ): 致命的な / deadline(デ́ッドライン): 期限,"alive(アラ́イブ): 生きて, die(ダ́イ): 死ぬ",状態,初級
decide,ディサ́イド,決める,ラテン語 "decidere"(断ち切る)。派生: decision(ディシ́ジョン): 決定 / decisive(ディサ́イシヴ): 決定的な,"determine(ディタ́ーミン): 決定する, choose(チュー́ズ): 選ぶ",思考,初級
deep,デ́ィープ,深い,古英語 "dēop"。派生: deepen(デ́ィープン): 深める / deep-sea(デ́ィープシー): 深海の,"shallow(シャ́ロウ): 浅い, profound(プロファ́ウンド): 深遠な",状態,初級
degree,ディグリ́ー,程度・学位,フランス語経由のラテン語 "gradus"(段階)。派生: undergraduate(アンダーグラ́ジュエット): 学部生 / to a degree(トゥアディグリ́ー): ある程度,"level(レ́ベル): 程度, temperature(テ́ンプリチャ): 温度",概念,初級
deliver,デリ́ヴァー,配達する・産む,ラテン語 "liberare"(解き放つ)。派生: delivery(デリ́ヴァリ): 配達 / deliverable(デリ́ヴァラブル): 納品物,"send(セ́ンド): 送る, bring(ブリ́ング): 持ってくる",手続き,初級
department,ディパ́ートメント,部門・学科,フランス語経由のラテン語。派生: depart(ディパ́ート): 出発する / departmental(ディパートメ́ンタル): 部門の,"section(セ́クション): 部署, faculty(ファ́カルティ): 学部",社会,初級
describe,ディスクライ́ブ,描写する・説明する,ラテン語 "scribere"(書く)。派生: description(ディスクリ́プション): 説明 / descriptive(ディスクリ́プティブ): 記述的な,"explain(イクスプレ́イン): 説明する, depict(ディピ́クト): 描写する",伝達,初級
design,ディザ́イン,設計・デザイン,ラテン語 "designare"(印を付ける)。派生: designer(ディザ́イナー): 設計者 / redesign(リーディザ́イン): 再設計,"plan(プラ́ン): 計画, draw(ドロ́ー): 描く",文化,初級
desk,デ́スク,机,中英語。派生: desktop(デ́スクトップ): 机上 / desk lamp(デ́スクランプ): デスクライト,"table(テ́ーブル): テーブル, chair(チェ́ア): いす",生活,初級
detail,デ́ィテイル,詳細,ラテン語 "taliare"(切る)。派生: detailed(デ́ィテイルド): 詳細な / retail(リ́テイル): 小売(語源同根),"information(インフォメ́イション): 情報, part(パ́ート): 部分",手続き,初級
develop,ディヴェ́ロップ,発展させる,古仏語 "desveloper"(包みを開く)。派生: development(ディヴェ́ロップメント): 発展 / developer(ディヴェ́ロッパー): 開発者,"improve(インプル́ーブ): 改善する, grow(グロ́ウ): 成長する",社会,初級
die,ダ́イ,死ぬ,古ノルド語。派生: diet(ダ́イエット): 本来は生活様式/食事法 / deadly(デ́ドリ): 致命的な,"pass away(パ́スアウェ́イ): 亡くなる, perish(ペ́リッシュ): 死ぬ",状態,初級
different,ディ́ファレント,違った・様々な,ラテン語 "differre"(離れる)。派生: difference(ディ́ファレンス): 違い / differentiate(ディファレ́ンシエイト): 区別する,"various(ヴェ́アリアス): 様々な, unlike(アンラ́イク): 〜と違って",概念,初級
difficult,ディ́フィカルト,難しい,ラテン語 "difficilis"。派生: difficulty(ディ́フィカルティ): 困難 / with difficulty(ウィズディ́フィカルティ): 困難を伴って,"hard(ハ́ード): 難しい, easy(イ́ージー): 易しい",評価,初級
direct,ダイレ́クト,直接の・向ける,ラテン語 "dirigere"(まっすぐ導く)。派生: direction(ダイレ́クション): 方向 / director(ダイレ́クター): 監督,"guide(ガ́イド): 案内する, straight(ストレ́イト): まっすぐ",位置,初級
discuss,ディスカ́ス,議論する,ラテン語 "discutere"(打ち砕く→詳しく議論)。派生: discussion(ディスカ́ッション): 議論 / discussant(ディスカ́サント): 討論者,"talk about(トークアバ́ウト): 〜について話す, debate(ディベ́イト): 討論する",伝達,初級
do,ドゥ́,する,古英語 "dōn"。派生: do so(ドゥ́ソウ): そうする / undo(アンドゥ́): 元に戻す,"act(ア́クト): 行う, make(メ́イク): 作る",動作,初級
doctor,ド́クター,医者,ラテン語 "docere"(教える)。派生: doctoral(ド́クトラル): 博士の / doctrine(ド́クトリン): 教理(語源同根),"physician(フィジ́シャン): 医師, nurse(ナ́ース): 看護師",健康,初級
dog,ド́グ,犬,古英語。派生: puppy(パ́ピー): 子犬 / doghouse(ド́グハウス): 犬小屋,"cat(キャ́ット): 猫, pet(ペ́ット): ペット",生物,初級
door,ド́ア,ドア,古英語 "duru"。派生: doorway(ド́アウェイ): 出入口 / doorknob(ド́アノブ): ドアノブ,"gate(ゲ́イト): 門, entrance(エ́ントランス): 入口",生活,初級
down,ダ́ウン,下へ・落ち込んで,ゲルマン系語源。派生: download(ダ́ウンロード): 取り込む / downturn(ダ́ウンターン): 低迷,"up(ア́ップ): 上へ, below(ビロ́ウ): 下に",位置,初級
draw,ドロ́ー,描く・引く,古英語 "dragan"(引く)。派生: drawer(ドロ́ーワー): 引き出し / drawing(ドロ́ーイング): 絵,"pull(プル́): 引く, paint(ペ́イント): 描く",文化,初級
dream,ドリ́ーム,夢・夢を見る,古英語 "drēam"。派生: dreamy(ドリ́ーミー): 夢のような / daydream(デ́イドリーム): 白昼夢,"sleep(スリ́ープ): 眠る, hope(ホ́ウプ): 望み",感情,初級
dress,ドレ́ス,服・服を着る,古仏語 "dresser"(整える)。派生: dressing(ドレ́ッシング): 調味料/包帯 / dressed(ドレ́スト): 支度ができた,"clothes(クロ́ウズ): 衣服, wear(ウ́ェア): 着る",生活,初級
drink,ドリ́ンク,飲む・飲み物,古英語 "drincan"。派生: drinkable(ドリ́ンカブル): 飲める / soft drink(ソ́フトドリンク): 清涼飲料,"eat(イ́ート): 食べる, water(ウォ́ーター): 水",食べ物,初級
drive,ドラ́イブ,運転する・追いやる,古英語 "drīfan"。派生: driver(ドラ́イバー): 運転手 / driveway(ドラ́イブウェイ): 私道,"ride(ラ́イド): 乗る, car(カ́ー): 車",交通,初級
drop,ドロ́ップ,落とす・しずく,古英語 "dropa"。派生: droplet(ドロ́プレット): 微小な滴 / drop out(ドロ́ップア́ウト): 中退する,"fall(フォ́ール): 落ちる, spill(スピ́ル): こぼす",動作,初級
dry,ドライ́,乾く・乾いた,古英語 "drȳge"。派生: dryer(ドライ́ヤー): 乾燥機 / dry up(ドライ́アッ́プ): 干上がる,"wet(ウェ́ット): 濡れた, arid(ア́リド): 乾燥した",状態,初級
each,イ́ーチ,それぞれの,古英語 "ǣlc"。派生: each other(イ́ーチア́ザー): 互いに / each time(イ́ーチタイム): 毎回,"every(エ́ヴリ): すべての, per(パ́ー): 〜ごとに",限定詞,初級
ear,イ́アー,耳,古英語 "ēare"。派生: earphone(イ́アフォン): イヤホン / earache(イ́アエイク): 耳の痛み,"hear(ヒ́ア): 聞く, sound(サ́ウンド): 音",人体,初級
early,アー́リー,早い・初期の,古英語 "ǣr"(前)が語源。派生: earliest(アー́リエスト): 最初の / early bird(アー́リーバード): 早起きの人,"soon(スー́ン): すぐに, late(レ́イト): 遅い",時間,初級
earth,アー́ス,地球・土,古英語 "eor(th)e"。派生: earthquake(アー́スクウェイク): 地震 / earthly(アー́スリ): この世の,"world(ワ́ールド): 世界, soil(ソ́イル): 土",自然,初級
east,イー́スト,東,古英語 "ēast"。派生: eastern(イー́スタン): 東方の / the East(ジイー́スト): 東洋,"west(ウェ́スト): 西, sunrise(サ́ンライズ): 日の出",地理,初級
easy,イー́ジー,簡単な・気楽な,古仏語。派生: easily(イー́ズィリ): たやすく / take it easy(テ́イクイッティー́ジー): 気楽に,"simple(シ́ンプル): 単純な, difficult(ディ́フィカルト): 難しい",評価,初級
eat,イー́ト,食べる,古英語 "etan"。派生: eater(イー́ター): 食べる人 / eat out(イー́トア́ウト): 外食する,"drink(ドリ́ンク): 飲む, meal(ミ́ール): 食事",食べ物,初級
edge,エッ́ジ,端・刃,古英語 "ecg"。派生: edged(エッ́ジド): 刃のついた / edge out(エッ́ジア́ウト): 僅差で勝つ,"border(ボ́ーダー): 境界, side(サ́イド): 側",位置,初級
education,エデュケ́イション,教育,ラテン語 "educere"(引き出す)。派生: educate(エデュ́ケイト): 教育する / educator(エデュ́ケイター): 教育者,"school(スク́ール): 学校, learning(ラ́ーニング): 学習",教育,初級
effect,イフェ́クト,効果・影響,ラテン語 "efficere"(成し遂げる)。派生: effective(イフェ́クティヴ): 効果的な / side effect(サ́イドイフェ́クト): 副作用,"result(リザ́ルト): 結果, affect(アフェ́クト): 影響を与える",概念,初級
effort,エ́フォート,努力,古仏語 "esforz"。派生: effortless(エ́フォートレス): 骨の折れない / make an effort(メ́イクアンエ́フォート): 努力する,"try(トラ́イ): 試みる, attempt(アテ́ンプト): 試み",学習,初級
eight,エ́イト,8,古英語 "eahta"。派生: eighteen(エイティ́ーン): 18 / eighth(エ́イス): 8番目,"seven(セ́ヴン): 7, nine(ナ́イン): 9",数,初級
either,イー́ザー,どちらか,古英語 "ǣgther"。派生: either A or B(イー́ザーエ́ーオアビ́ー): AかBか / either way(イー́ザウェイ): どちらにせよ,"both(ボ́ース): 両方, neither(ニー́ザー): どちらも〜ない",限定詞,初級
eleven,イレ́ヴン,11,古英語 "endleofan"。派生: eleventh(イレ́ヴンス): 11番目 / eleven plus(イレ́ヴンプラス): 11歳選抜試験(英),"ten(テ́ン): 10, twelve(トゥエ́ルヴ): 12",数,初級
else,エ́ルス,ほかの,古英語 "elles"。派生: else where(エ́ルスウェア): どこかほかで / else if(エ́ルスイフ): それ以外なら(プログラミング),"other(ア́ザー): 他の, another(アナ́ザー): もう一つの",限定詞,初級
employee,エンプロイ́イー,従業員,フランス語。派生: employ(エンプロ́イ): 雇う / unemployment(アンエンプロ́イメント): 失業,"worker(ワ́ーカー): 労働者, staff(スタ́フ): 職員",社会,初級
end,エン́ド,終わり・終える,古英語 "end"。派生: ending(エ́ンディング): 終わり / endless(エ́ンドレス): 終わりのない,"finish(フィ́ニッシュ): 終える, begin(ビギ́ン): 始める",時間,初級
engineer,エンジニ́ア,技師・工学者,ラテン語 "ingenium"(才能)。派生: engineering(エンジニ́アリング): 工学 / social engineer(ソーシャルエンジニ́ア): 社会工学,"technician(テクニシ́ャン): 技術者, scientist(サイエ́ンティスト): 科学者",科学,初級
enjoy,エンジョ́イ,楽しむ,古仏語。派生: enjoyable(エンジョ́イアブル): 楽しい / enjoy oneself(エンジョ́イワンセルフ): 楽しむ,"like(ラ́イク): 好む, fun(フ́ァン): 楽しさ",感情,初級
enough,イナ́フ,十分な,古英語 "genōg"。派生: enough to〜(イナ́フトゥ): 〜するのに十分 / good enough(グッ́ドイナ́フ): まあ良い,"sufficient(サフィ́シェント): 十分な, plenty(プレ́ンティ): たくさん",量,初級
enter,エ́ンター,入る・入力する,ラテン語 "intrare"。派生: entrance(エ́ントランス): 入口 / enter key(エ́ンターキー): エンターキー,"come in(カ́ムイ́ン): 入る, input(イ́ンプット): 入力",手続き,初級
environment,インヴァ́イロメント,環境,フランス語 "environ"(周囲)。派生: environmental(インヴァイロンメ́ンタル): 環境の / environment-friendly(インヴァ́イロメントフレンドリー): 環境に優しい,"nature(ネ́イチャー): 自然, pollution(ポル́ーション): 汚染",環境,初級
equal,イー́クアル,等しい・平等な,ラテン語 "aequalis"。派生: equality(イコゥオ́リティ): 平等 / equalize(イー́クアライズ): 均等にする,"same(セ́イム): 同じ, fair(フ́ェア): 公平な",概念,初級
especially,エスペ́シャリ,特に,ラテン語 "species"(種類)。派生: especial(エスペ́シャル): 特別な / specialist(スペ́シャリスト): 専門家(同根),"particularly(パティ́キュラリ): 特に, mainly(メ́インリ): 主に",副詞,初級
event,イヴェ́ント,出来事,ラテン語 "evenire"(外へ出る→起こる)。派生: eventual(イヴェンチュ́アル): 結果としての / eventually(イヴェンチュ́アリ): 結局は,"happen(ハ́ペン): 起こる, occasion(オケ́イジョン): 場合",時間,初級
ever,エ́ヴァー,いつか・これまで,古英語 "æfre"。派生: forever(フォレ́ヴァー): 永遠に / ever since(エ́ヴァーシンス): それ以来ずっと,"always(オ́ールウェイズ): いつも, never(ネ́ヴァー): 決して〜ない",時間,初級
every,エ́ヴリ,すべての,古英語 "ǣfre ǣlc" の縮約。派生: everybody(エ́ヴリバディ): みんな / everything(エ́ヴリシング): すべてのこと,"all(オ́ール): 全ての, each(イ́ーチ): 各々の",限定詞,初級
example,イグザ́ンプル,例,ラテン語 "exemplum"。派生: exemplary(イグゼ́ンプロリ): 模範的な / exemplify(イグゼ́ンプリファイ): 例示する,"case(ケ́イス): 事例, sample(サ́ンプル): 見本",学習,初級
excellent,エ́クセレント,優れた,ラテン語 "excellere"(突出する)。派生: excellence(エ́クセレンス): 優秀さ / excel(エクセ́ル): 優れる,"great(グレ́イト): すばらしい, good(グッ́ド): 良い",評価,初級
except,エクセ́プト,〜を除いて,ラテン語 "excipere"(取り出す)。派生: exception(エクセプショ́ン): 例外 / exceptional(エクセ́プショナル): 並外れた,"besides(ビサ́イズ): 〜のほかに, but(バ́ット): しかし",文法,初級
exchange,エクスチェ́インジ,交換する・為替,ラテン語 "cambiare"。派生: exchanger(エクスチェ́インジャー): 交換器 / foreign exchange(フォ́リンエクスチェ́インジ): 外国為替,"trade(トレ́イド): 取引, swap(スワ́ップ): 交換する",経済,初級
exercise,エ́クササイズ,運動・練習,ラテン語 "exercere"(鍛える)。派生: exercising(エ́クササイズィング): 運動すること / exercise book(エ́クササイズブック): 練習帳,"practice(プラ́クティス): 練習, training(トレ́イニング): 訓練",スポーツ,初級
experience,イクスピ́アリアンス,経験,ラテン語 "experiri"(試す)。派生: experienced(イクスピ́アリエンスト): 経験豊かな / experiment(イクスペ́リメント): 実験(同根),"try(トラ́イ): 試みる, knowledge(ノ́リッジ): 知識",学習,初級
explain,イクスプレ́イン,説明する,ラテン語 "explanare"(平らにする→明らかにする)。派生: explanation(エクスプラネ́イション): 説明 / explanatory(イクスプラ́ナトリ): 説明的な,"describe(ディスクライ́ブ): 描写する, clarify(クレ́リファイ): 明確にする",伝達,初級
eye,ア́イ,目,古英語 "eage"。派生: eyelid(ア́イリッド): まぶた / eyesight(ア́イサイト): 視力,"see(シ́ー): 見る, look(ル́ック): 見る",人体,初級
face,フ́ェイス,顔・向く,ラテン語 "facies"。派生: facial(フ́ェイシャル): 顔の / surface(サ́ーフィス): 表面(同根),"head(ヘ́ッド): 頭, front(フロ́ント): 前面",人体,初級
fact,フ́ァクト,事実,ラテン語 "factum"(なされたこと)。派生: factual(フ́ァクチュアル): 事実に基づく / factor(フ́ァクター): 要因(同根),"truth(トゥル́ース): 真実, reality(リアリ́ティ): 現実",概念,初級
fail,フ́ェイル,失敗する,ラテン語 "fallere"(だます→欠ける)。派生: failure(フ́ェイリャー): 失敗 / fail to〜(フ́ェイルトゥ): 〜しそこなう,"lose(ル́ーズ): 失う, succeed(サクセィ́ード): 成功する",評価,初級
fall,フ́ォール,落ちる・秋,古英語 "feallan"。派生: waterfall(ウォー́タフォール): 滝 / fall down(フ́ォールダ́ウン): 倒れる,"drop(ドロ́ップ): 落とす, autumn(オ́ータム): 秋",時間,初級
family,フ́ァミリー,家族,ラテン語 "familia"。派生: familiar(ファミ́リア): よく知られた / familiarise(ファミ́リアライズ): 慣れさせる,"relative(レ́ラティヴ): 親戚, home(ホ́ウム): 家",人間関係,初級
famous,フ́ェイマス,有名な,ラテン語 "fama"(評判)。派生: fame(フ́ェイム): 名声 / infamous(イ́ンフェイマス): 悪名高い,"popular(ポ́ピュラー): 人気の, well-known(ウェ́ルノウン): 有名な",評価,初級
far,フ́ァー,遠い,古英語 "feor"。派生: farther(フ́ァーザー): より遠い / farthest(フ́ァーゼスト): 最も遠い,"near(ニ́ア): 近い, distant(ディ́スタント): 遠い",位置,初級
farm,フ́ァーム,農場,ラテン語 "firma"(契約)→農地賃貸。派生: farmer(フ́ァーマー): 農家 / farming(フ́ァーミング): 農業,"field(フィ́ールド): 畑, crop(ク́ロップ): 作物",社会,初級
fast,フ́ァスト,速い・断食する,古英語 "fæst"(堅い)とも関連。派生: fasten(フ́ァスン): 固定する / breakfast(ブ́レックファスト): 朝食(断食を破る),"quick(クイ́ック): 速い, rapid(ラ́ピド): 迅速な",評価,初級
fat,フ́ァット,太った・脂肪,古英語 "fǣtt"。派生: fatty(フ́ァティ): 脂っこい / fatten(フ́ァトゥン): 太らせる,"thin(スィン): 痩せた, oil(オ́イル): 油",人体,初級
father,フ́ァーザー,父,古英語 "fæder"。派生: fatherly(フ́ァーザリ): 父親らしい / forefather(フ́ォーファーザー): 祖先,"dad(ダ́ッド): お父さん, parent(ペ́アレント): 親",人間関係,初級
fear,フ́ィア,恐れ,古英語 "fǣr"。派生: fearful(フ́ィアフル): 恐れている / fearless(フ́ィアレス): 恐れを知らない,"scared(スケ́アド): 怖がって, worry(ワ́リー): 心配する",感情,初級
feel,フ́ィール,感じる,古英語 "fēlan"。派生: feeling(フ́ィーリング): 感情 / feel like〜(フ́ィールライク): 〜したい気分,"sense(セ́ンス): 感じる, touch(タ́ッチ): 触れる",感情,初級
few,フ́ュー,少しの,古英語 "fēawe"。派生: fewer(フ́ューア): より少ない / a few(アフ́ュー): いくつかの,"little(リ́トル): 少しの, some(サ́ム): いくつか",量,初級
field,フィ́ールド,畑・分野,古英語 "feld"。派生: field trip(フ́ィールドトリップ): 校外学習 / fieldwork(フ́ィールドワーク): 野外調査,"farm(フ́ァーム): 農場, area(エ́リア): 領域",社会,初級
fight,フ́ァイト,戦う,古英語 "feohtan"。派生: fighter(フ́ァイター): 戦う人 / fight back(フ́ァイトバ́ック): 反撃する,"battle(バ́トル): 戦い, argue(ア́ーギュー): 口論する",社会,初級
figure,フ́ィガー,数字・人物像,ラテン語 "figura"。派生: figurative(フ́ィギュラティヴ): 比喩の / configure(コンフ́ィギュア): 構成する(同根),"number(ナ́ンバー): 数字, shape(シ́ェイプ): 形",学習,初級
fill,フ́ィル,満たす,古英語 "fyllan"。派生: filler(フ́ィラー): 詰め物 / refill(リフィ́ル): 再び満たす,"pour(ポ́ア): 注ぐ, full(フ́ル): いっぱいの",動作,初級
final,フ́ァイナル,最後の・決勝,ラテン語 "finis"(終わり)。派生: finally(フ́ァイナリ): ついに / finalize(フ́ァイナライズ): 最終決定する,"last(ラ́スト): 最後の, end(エン́ド): 終わり",時間,初級
find,フ́ァインド,見つける,古英語 "findan"。派生: finder(フ́ァインダー): 見つける人 / find out(フ́ァインドア́ウト): 突き止める,"discover(ディスカ́ヴァー): 発見する, locate(ロ́ウケイト): 見つける",動作,初級
fine,フ́ァイン,良い・罰金,ラテン語 "finis" 由来(精妙/終わり)。派生: finely(フ́ァインリ): 細かく / refine(リファ́イン): 洗練する,"good(グッ́ド): 良い, penalty(ペ́ナルティ): 罰金",評価,初級
finger,フ́ィンガー,指,古英語 "finger"。派生: fingerprint(フ́ィンガープリント): 指紋 / fingertip(フ́ィンガーティップ): 指先,"hand(ハ́ンド): 手, toe(ト́ウ): 足の指",人体,初級
finish,フ́ィニッシュ,終える・仕上げ,ラテン語 "finire"。派生: finished product(フ́ィニッシュトプロ́ダクト): 完成品 / finishing line(フ́ィニッシングラ́イン): 決勝線,"complete(コンプリー́ト): 完全にする, end(エン́ド): 終える",手続き,初級
fire,フ́ァイア,火・発砲する・解雇する,古英語 "fyr"。派生: wildfire(ワ́イルドファイア): 山火事 / firework(フ́ァイアワーク): 花火,"heat(ヒ́ート): 熱, burn(バ́ーン): 燃える",自然,初級
first,フ́ァースト,最初の,古英語 "fyrst"。派生: firstly(フ́ァーストリ): 第一に / first aid(フ́ァーストエ́イド): 応急処置,"beginning(ビギ́ニング): 初め, primary(プライ́マリ): 第一の",時間,初級
fish,フ́ィッシュ,魚,古英語 "fisc"。派生: fishing(フ́ィッシング): 釣り / fishery(フ́ィシャリ): 漁業,"river(リ́バー): 川, sea(ス́ィー): 海",生物,初級
fit,フ́ィット,合う・健康な,古英語 "fitt"(適した)。派生: fitness(フ́ィットネス): 体力 / outfit(ア́ウトフィット): 服装,"match(マ́ッチ): 合う, suit(ス́ート): 似合う",評価,初級
five,フ́ァイヴ,5,古英語 "fīf"。派生: fifteen(フィフティ́ーン): 15 / fifth(フ́ィフス): 5番目,"four(フォ́ー): 4, six(ス́ィックス): 6",数,初級
floor,フロ́ア,床・階,古ノルド語。派生: first floor(フ́ァーストフロ́ア): 1階(英) / floor plan(フロ́アプラン): 間取り図,"ground(グラ́ウンド): 地面, level(レ́ベル): 階",位置,初級
flower,フラ́ワー,花,ラテン語 "florem"。派生: flour(フラ́ワー): 小麦粉(同語源) / floral(フロ́ーラル): 花の,"plant(プラ́ント): 植物, bloom(ブル́ーム): 咲く",自然,初級
fly,フラ́イ,飛ぶ・ハエ,古英語 "flēogan"。派生: flyer(フラ́イヤー): チラシ / fly away(フラ́イアウェ́イ): 飛び去る,"soar(ソ́ア): 舞い上がる, insect(イ́ンセクト): 昆虫",生物,初級
follow,フォ́ロー,従う・後に続く,古英語 "fylgian"。派生: follower(フォ́ロワー): 信奉者 / follow-up(フォ́ローアッ́プ): 継続,"obey(オベ́イ): 従う, track(トラ́ック): 追跡する",社会,初級
food,フ́ード,食べ物,古英語 "fōda"。派生: seafood(スィ́ーフード): 海産物 / fast food(フ́ァストフード): ファストフード,"meal(ミ́ール): 食事, dish(デ́ィッシュ): 料理",食べ物,初級
foot,フ́ット,足・フィート,古英語 "fōt"。派生: football(フ́ットボール): サッカー/米式 / footprint(フ́ットプリント): 足跡,"leg(レ́グ): 脚, meter(ミ́ーター): メートル",人体,初級
for,フォ́ー,〜のために・〜に対して,古英語 "for"。派生: for example(フォ́ーエグザ́ンプル): 例えば / for a while(フォ́ーアワ́イル): しばらくの間,"to(トゥ́ー): 〜へ, because of(ビカ́ズオブ): 〜のために",前置詞,初級
force,フ́ォース,力・強制する,ラテン語 "fortis"(強い)。派生: enforce(エンフォ́ース): 施行する / reinforce(リインフォ́ース): 強化する,"power(パ́ワー): 力, strength(ストレ́ングス): 強さ",概念,初級
foreign,フォ́リン,外国の,ラテン語 "foris"(外)→古仏語。派生: foreigner(フォ́リナー): 外国人 / foreign policy(フォ́リンポ́リシー): 外交政策,"overseas(オーヴァシ́ーズ): 海外の, domestic(ドメ́スティック): 国内の",社会,初級
forest,フォ́レスト,森,ラテン語 "foris"(外)→古仏語。派生: forestry(フォ́レスツリ): 林学 / rainforest(レ́インフォレスト): 熱帯雨林,"woods(ウッ́ズ): 林, tree(トリ́ー): 木",自然,初級
forget,フォゲ́ット,忘れる,古英語 "forgietan"。派生: forgetful(フォゲ́ットフル): 物忘れの / forget-me-not(フォゲ́ットミノット): ワスレナグサ,"remember(リメ́ンバー): 覚える, recall(リコ́ール): 思い出す",思考,初級
form,フォ́ーム,形・用紙・形成する,ラテン語 "forma"。派生: formal(フォ́ーマル): 形式的な / formula(フォ́ーミュラ): 公式,"shape(シ́ェイプ): 形, document(ド́キュメント): 書類",手続き,初級
forward,フォ́ーワード,前方へ・転送する,古英語 "forweard"。派生: forwarder(フォ́ワーダー): 運送業者 / forward-looking(フォ́ーワードルッキング): 先見的な,"ahead(アヘ́ッド): 前方に, send(セ́ンド): 送る",交通,初級
four,フ́ォー,4,古英語 "feower"。派生: fourteen(フォーティ́ーン): 14 / fourth(フォ́ース): 4番目,"three(スリ́ー): 3, five(フ́ァイヴ): 5",数,初級
free,フリ́ー,自由な・無料の,古英語 "frēo"。派生: freedom(フリ́ーダム): 自由 / free of charge(フリ́ーオブチャージ): 無料で,"liberal(リ́ベラル): 自由な, open(オ́ウプン): 開放された",概念,初級
friend,フレ́ンド,友達,古英語 "frēond"。派生: friendly(フレ́ンドリ): 友好的な / friendship(フレ́ンドシップ): 友情,"family(フ́ァミリー): 家族, mate(メ́イト): 仲間",人間関係,初級
from,フロ́ム,〜から,古英語 "fram"。派生: from now on(フロ́ムナ́ウオン): 今後ずっと / from A to B(フロ́ムエ́ートゥビ́ー): AからBまで,"since(シ́ンス): 〜以来, out of(ア́ウトオブ): 〜から",前置詞,初級
front,フロ́ント,前・正面,古フランス語。派生: frontier(フロンテ́ィア): 国境・未開地 / upfront(アップフロ́ント): 前もって,"back(バ́ック): 後ろ, face(フ́ェイス): 顔",位置,初級
full,フ́ル,いっぱいの・完全な,古英語 "full"。派生: fully(フ́リ): 完全に / fullness(フ́ルネス): 充満,"empty(エ́ムプティ): 空の, complete(コンプリー́ト): 完全な",状態,初級
fun,フ́ァン,楽しみ,17世紀英語の俗語。派生: funny(フ́ァニ): 面白い / have fun(ハヴフ́ァン): 楽しむ,"enjoy(エンジョ́イ): 楽しむ, amusement(アミュー́ズメント): 娯楽",感情,初級
future,フ́ューチャー,未来,ラテン語 "futurus"(将来の)。派生: in the future(インザフ́ューチャー): 将来 / future tense(フ́ューチャーテンス): 未来時制,"present(プレ́ゼント): 現在, past(パ́スト): 過去",時間,初級
game,ゲ́イム,遊び・試合,古英語 "gamen"(楽しみ)。派生: gameplay(ゲ́イムプレイ): 遊び方 / gamer(ゲ́イマー): ゲーマー,"match(マ́ッチ): 試合, sport(スポ́ート): スポーツ",レジャー,初級
garden,ガ́ーデン,庭,古フランス語 "gardin"。派生: gardener(ガ́ードナー): 庭師 / gardening(ガ́ーデニング): 園芸,"park(パ́ーク): 公園, yard(ヤ́ード): 庭",生活,初級
gas,ガ́ス,気体・ガス,ギリシャ語 "khaos" 由来説。派生: gasoline(ガ́ソリーン): ガソリン / gas station(ガ́スステ́イション): ガソリンスタンド,"air(エ́アー): 空気, fuel(フ́ューエル): 燃料",科学,初級
gather,ギャ́ザー,集める,古英語 "gaderian"。派生: gathering(ギャ́ザリング): 集会 / gather up(ギャ́ザーアッ́プ): かき集める,"collect(コレ́クト): 集める, assemble(アセ́ンブル): 集合する",動作,初級
general,ジェ́ネラル,一般的な・将軍,ラテン語 "generalis"。派生: generally(ジェ́ネラリ): 一般的に / generalize(ジェ́ネラライズ): 一般化する,"common(コ́モン): 一般の, overall(オー́ヴァロール): 全体の",概念,中級
gentle,ジェ́ントル,優しい,ラテン語 "gentilis"(氏族の)。派生: gentleman(ジェ́ントルマン): 紳士 / gentlewoman(ジェ́ントルウーマン): 淑女,"kind(カ́インド): 親切な, mild(マ́イルド): 穏やかな",性質,初級
get,ゲ́ット,得る・着く,古英語/古ノルド語。派生: get up(ゲ́ットアッ́プ): 起きる / get to(ゲ́ットトゥ): 到着する,"obtain(オブテ́イン): 得る, receive(レシ́ーヴ): 受け取る",動作,初級
girl,ガ́ール,少女,不詳(中英語)。派生: girlish(ガ́ーリッシュ): 少女らしい / girlfriend(ガ́ールフレンド): 彼女,"boy(ボ́イ): 少年, child(チャ́イルド): 子ども",人間関係,初級
