語句,読み,意味,語源等解説,関連語,関連分野,難易度
family,フ́ァミリー,家族,"ラテン語 ""familia""。派生: familiar(ファミ́リア): よく知られた / familiarise(ファミ́リアライズ): 慣れさせる","relative(レ́ラティヴ): 親戚, home(ホ́ウム): 家",人・社会,beginner
famous,フ́ェイマス,有名な,"ラテン語 ""fama""(評判)。派生: fame(フ́ェイム): 名声 / infamous(イ́ンフェイマス): 悪名高い","popular(ポ́ピュラー): 人気の, well-known(ウェ́ルノウン): 有名な",人・社会,beginner
far,フ́ァー,遠い,"古英語 ""feor""。派生: farther(フ́ァーザー): より遠い / farthest(フ́ァーゼスト): 最も遠い","near(ニ́ア): 近い, distant(ディ́スタント): 遠い",場所・移動,beginner
farm,フ́ァーム,農場,"ラテン語 ""firma""(契約)→農地賃貸。派生: farmer(フ́ァーマー): 農家 / farming(フ́ァーミング): 農業","field(フィ́ールド): 畑, crop(ク́ロップ): 作物",人・社会,beginner
fast,フ́ァスト,速い・断食する,"古英語 ""fæst""(堅い)とも関連。派生: fasten(フ́ァスン): 固定する / breakfast(ブ́レックファスト): 朝食(断食を破る)","quick(クイ́ック): 速い, rapid(ラ́ピド): 迅速な",人・社会,beginner
fat,フ́ァット,太った・脂肪,"古英語 ""fǣtt""。派生: fatty(フ́ァティ): 脂っこい / fatten(フ́ァトゥン): 太らせる","thin(スィン): 痩せた, oil(オ́イル): 油",食・健康,beginner
father,フ́ァーザー,父,"古英語 ""fæder""。派生: fatherly(フ́ァーザリ): 父親らしい / forefather(フ́ォーファーザー): 祖先","dad(ダ́ッド): お父さん, parent(ペ́アレント): 親",人・社会,beginner
fear,フ́ィア,恐れ,"古英語 ""fǣr""。派生: fearful(フ́ィアフル): 恐れている / fearless(フ́ィアレス): 恐れを知らない","scared(スケ́アド): 怖がって, worry(ワ́リー): 心配する",人・社会,beginner
feel,フ́ィール,感じる,"古英語 ""fēlan""。派生: feeling(フ́ィーリング): 感情 / feel like〜(フ́ィールライク): 〜したい気分","sense(セ́ンス): 感じる, touch(タ́ッチ): 触れる",人・社会,beginner
few,フ́ュー,少しの,"古英語 ""fēawe""。派生: fewer(フ́ューア): より少ない / a few(アフ́ュー): いくつかの","little(リ́トル): 少しの, some(サ́ム): いくつか",時間・数量,beginner
field,フィ́ールド,畑・分野,"古英語 ""feld""。派生: field trip(フ́ィールドトリップ): 校外学習 / fieldwork(フ́ィールドワーク): 野外調査","farm(フ́ァーム): 農場, area(エ́リア): 領域",人・社会,beginner
fight,フ́ァイト,戦う,"古英語 ""feohtan""。派生: fighter(フ́ァイター): 戦う人 / fight back(フ́ァイトバ́ック): 反撃する","battle(バ́トル): 戦い, argue(ア́ーギュー): 口論する",人・社会,beginner
figure,フ́ィガー,数字・人物像,"ラテン語 ""figura""。派生: figurative(フ́ィギュラティヴ): 比喩の / configure(コンフ́ィギュア): 構成する(同根)","number(ナ́ンバー): 数字, shape(シ́ェイプ): 形",学校・学習,beginner
fill,フ́ィル,満たす,"古英語 ""fyllan""。派生: filler(フ́ィラー): 詰め物 / refill(リフィ́ル): 再び満たす","pour(ポ́ア): 注ぐ, full(フ́ル): いっぱいの",人・社会,beginner
final,フ́ァイナル,最後の・決勝,"ラテン語 ""finis""(終わり)。派生: finally(フ́ァイナリ): ついに / finalize(フ́ァイナライズ): 最終決定する","last(ラ́スト): 最後の, end(エン́ド): 終わり",時間・数量,beginner
find,フ́ァインド,見つける,"古英語 ""findan""。派生: finder(フ́ァインダー): 見つける人 / find out(フ́ァインドア́ウト): 突き止める","discover(ディスカ́ヴァー): 発見する, locate(ロ́ウケイト): 見つける",人・社会,beginner
fine,フ́ァイン,良い・罰金,"ラテン語 ""finis"" 由来(精妙/終わり)。派生: finely(フ́ァインリ): 細かく / refine(リファ́イン): 洗練する","good(グッ́ド): 良い, penalty(ペ́ナルティ): 罰金",人・社会,beginner
finger,フ́ィンガー,指,"古英語 ""finger""。派生: fingerprint(フ́ィンガープリント): 指紋 / fingertip(フ́ィンガーティップ): 指先","hand(ハ́ンド): 手, toe(ト́ウ): 足の指",食・健康,beginner
finish,フ́ィニッシュ,終える・仕上げ,"ラテン語 ""finire""。派生: finished product(フ́ィニッシュトプロ́ダクト): 完成品 / finishing line(フ́ィニッシングラ́イン): 決勝線","complete(コンプリー́ト): 完全にする, end(エン́ド): 終える",人・社会,beginner
fire,フ́ァイア,火・発砲する・解雇する,"古英語 ""fyr""。派生: wildfire(ワ́イルドファイア): 山火事 / firework(フ́ァイアワーク): 花火","heat(ヒ́ート): 熱, burn(バ́ーン): 燃える",自然・環境,beginner
first,フ́ァースト,最初の,"古英語 ""fyrst""。派生: firstly(フ́ァーストリ): 第一に / first aid(フ́ァーストエ́イド): 応急処置","beginning(ビギ́ニング): 初め, primary(プライ́マリ): 第一の",時間・数量,beginner
fish,フ́ィッシュ,魚,"古英語 ""fisc""。派生: fishing(フ́ィッシング): 釣り / fishery(フ́ィシャリ): 漁業","river(リ́バー): 川, sea(ス́ィー): 海",自然・環境,beginner
fit,フ́ィット,合う・健康な,"古英語 ""fitt""(適した)。派生: fitness(フ́ィットネス): 体力 / outfit(ア́ウトフィット): 服装","match(マ́ッチ): 合う, suit(ス́ート): 似合う",人・社会,beginner
five,フ́ァイヴ,5,"古英語 ""fīf""。派生: fifteen(フィフティ́ーン): 15 / fifth(フ́ィフス): 5番目","four(フォ́ー): 4, six(ス́ィックス): 6",時間・数量,beginner
floor,フロ́ア,床・階,古ノルド語。派生: first floor(フ́ァーストフロ́ア): 1階(英) / floor plan(フロ́アプラン): 間取り図,"ground(グラ́ウンド): 地面, level(レ́ベル): 階",場所・移動,beginner
flower,フラ́ワー,花,"ラテン語 ""florem""。派生: flour(フラ́ワー): 小麦粉(同語源) / floral(フロ́ーラル): 花の","plant(プラ́ント): 植物, bloom(ブル́ーム): 咲く",自然・環境,beginner
fly,フラ́イ,飛ぶ・ハエ,"古英語 ""flēogan""。派生: flyer(フラ́イヤー): チラシ / fly away(フラ́イアウェ́イ): 飛び去る","soar(ソ́ア): 舞い上がる, insect(イ́ンセクト): 昆虫",自然・環境,beginner
follow,フォ́ロー,従う・後に続く,"古英語 ""fylgian""。派生: follower(フォ́ロワー): 信奉者 / follow-up(フォ́ローアッ́プ): 継続","obey(オベ́イ): 従う, track(トラ́ック): 追跡する",人・社会,beginner
food,フ́ード,食べ物,"古英語 ""fōda""。派生: seafood(スィ́ーフード): 海産物 / fast food(フ́ァストフード): ファストフード","meal(ミ́ール): 食事, dish(デ́ィッシュ): 料理",食・健康,beginner
foot,フ́ット,足・フィート,"古英語 ""fōt""。派生: football(フ́ットボール): サッカー/米式 / footprint(フ́ットプリント): 足跡","leg(レ́グ): 脚, meter(ミ́ーター): メートル",食・健康,beginner
for,フォ́ー,〜のために・〜に対して,"古英語 ""for""。派生: for example(フォ́ーエグザ́ンプル): 例えば / for a while(フォ́ーアワ́イル): しばらくの間","to(トゥ́ー): 〜へ, because of(ビカ́ズオブ): 〜のために",言語基本,beginner
force,フ́ォース,力・強制する,"ラテン語 ""fortis""(強い)。派生: enforce(エンフォ́ース): 施行する / reinforce(リインフォ́ース): 強化する","power(パ́ワー): 力, strength(ストレ́ングス): 強さ",人・社会,beginner
foreign,フォ́リン,外国の,"ラテン語 ""foris""(外)→古仏語。派生: foreigner(フォ́リナー): 外国人 / foreign policy(フォ́リンポ́リシー): 外交政策","overseas(オーヴァシ́ーズ): 海外の, domestic(ドメ́スティック): 国内の",人・社会,beginner
forest,フォ́レスト,森,"ラテン語 ""foris""(外)→古仏語。派生: forestry(フォ́レスツリ): 林学 / rainforest(レ́インフォレスト): 熱帯雨林","woods(ウッ́ズ): 林, tree(トリ́ー): 木",自然・環境,beginner
forget,フォゲ́ット,忘れる,"古英語 ""forgietan""。派生: forgetful(フォゲ́ットフル): 物忘れの / forget-me-not(フォゲ́ットミノット): ワスレナグサ","remember(リメ́ンバー): 覚える, recall(リコ́ール): 思い出す",人・社会,beginner
form,フォ́ーム,形・用紙・形成する,"ラテン語 ""forma""。派生: formal(フォ́ーマル): 形式的な / formula(フォ́ーミュラ): 公式","shape(シ́ェイプ): 形, document(ド́キュメント): 書類",人・社会,beginner
forward,フォ́ーワード,前方へ・転送する,"古英語 ""forweard""。派生: forwarder(フォ́ワーダー): 運送業者 / forward-looking(フォ́ーワードルッキング): 先見的な","ahead(アヘ́ッド): 前方に, send(セ́ンド): 送る",場所・移動,beginner
four,フ́ォー,4,"古英語 ""feower""。派生: fourteen(フォーティ́ーン): 14 / fourth(フォ́ース): 4番目","three(スリ́ー): 3, five(フ́ァイヴ): 5",時間・数量,beginner
free,フリ́ー,自由な・無料の,"古英語 ""frēo""。派生: freedom(フリ́ーダム): 自由 / free of charge(フリ́ーオブチャージ): 無料で","liberal(リ́ベラル): 自由な, open(オ́ウプン): 開放された",人・社会,beginner
friend,フレ́ンド,友達,"古英語 ""frēond""。派生: friendly(フレ́ンドリ): 友好的な / friendship(フレ́ンドシップ): 友情","family(フ́ァミリー): 家族, mate(メ́イト): 仲間",人・社会,beginner
from,フロ́ム,〜から,"古英語 ""fram""。派生: from now on(フロ́ムナ́ウオン): 今後ずっと / from A to B(フロ́ムエ́ートゥビ́ー): AからBまで","since(シ́ンス): 〜以来, out of(ア́ウトオブ): 〜から",言語基本,beginner
front,フロ́ント,前・正面,古フランス語。派生: frontier(フロンテ́ィア): 国境・未開地 / upfront(アップフロ́ント): 前もって,"back(バ́ック): 後ろ, face(フ́ェイス): 顔",場所・移動,beginner
full,フ́ル,いっぱいの・完全な,"古英語 ""full""。派生: fully(フ́リ): 完全に / fullness(フ́ルネス): 充満","empty(エ́ムプティ): 空の, complete(コンプリー́ト): 完全な",人・社会,beginner
fun,フ́ァン,楽しみ,17世紀英語の俗語。派生: funny(フ́ァニ): 面白い / have fun(ハヴフ́ァン): 楽しむ,"enjoy(エンジョ́イ): 楽しむ, amusement(アミュー́ズメント): 娯楽",人・社会,beginner
future,フ́ューチャー,未来,"ラテン語 ""futurus""(将来の)。派生: in the future(インザフ́ューチャー): 将来 / future tense(フ́ューチャーテンス): 未来時制","present(プレ́ゼント): 現在, past(パ́スト): 過去",時間・数量,beginner
game,ゲ́イム,遊び・試合,"古英語 ""gamen""(楽しみ)。派生: gameplay(ゲ́イムプレイ): 遊び方 / gamer(ゲ́イマー): ゲーマー","match(マ́ッチ): 試合, sport(スポ́ート): スポーツ",運動・娯楽,beginner
garden,ガ́ーデン,庭,"古フランス語 ""gardin""。派生: gardener(ガ́ードナー): 庭師 / gardening(ガ́ーデニング): 園芸","park(パ́ーク): 公園, yard(ヤ́ード): 庭",日常生活,beginner
gas,ガ́ス,気体・ガス,"ギリシャ語 ""khaos"" 由来説。派生: gasoline(ガ́ソリーン): ガソリン / gas station(ガ́スステ́イション): ガソリンスタンド","air(エ́アー): 空気, fuel(フ́ューエル): 燃料",科学・技術,beginner
gather,ギャ́ザー,集める,"古英語 ""gaderian""。派生: gathering(ギャ́ザリング): 集会 / gather up(ギャ́ザーアッ́プ): かき集める","collect(コレ́クト): 集める, assemble(アセ́ンブル): 集合する",人・社会,beginner
general,ジェ́ネラル,一般的な・将軍,"ラテン語 ""generalis""。派生: generally(ジェ́ネラリ): 一般的に / generalize(ジェ́ネラライズ): 一般化する","common(コ́モン): 一般の, overall(オー́ヴァロール): 全体の",人・社会,intermediate
gentle,ジェ́ントル,優しい,"ラテン語 ""gentilis""(氏族の)。派生: gentleman(ジェ́ントルマン): 紳士 / gentlewoman(ジェ́ントルウーマン): 淑女","kind(カ́インド): 親切な, mild(マ́イルド): 穏やかな",人・社会,beginner
get,ゲ́ット,得る・着く,古英語/古ノルド語。派生: get up(ゲ́ットアッ́プ): 起きる / get to(ゲ́ットトゥ): 到着する,"obtain(オブテ́イン): 得る, receive(レシ́ーヴ): 受け取る",人・社会,beginner
girl,ガ́ール,少女,不詳(中英語)。派生: girlish(ガ́ーリッシュ): 少女らしい / girlfriend(ガ́ールフレンド): 彼女,"boy(ボ́イ): 少年, child(チャ́イルド): 子ども",人・社会,beginner
give,ギ́ヴ,与える,"古英語 ""giefan""。派生: give up(ギ́ヴアッ́プ): あきらめる / give in(ギ́ヴイ́ン): 屈する","offer(オ́ファー): 提供する, grant(グラ́ント): 与える",人・社会,beginner
glass,グラ́ス,ガラス・コップ,ゲルマン系。派生: glasses(グラ́シズ): 眼鏡 / glassware(グラ́スウェア): ガラス製品,"cup(カ́ップ): カップ, window(ウィ́ンドウ): 窓",日常生活,beginner
go,ゴ́ー,行く,"古英語 ""gān""。派生: go on(ゴ́ーオ́ン): 続ける / go out(ゴ́ーア́ウト): 外出する","come(カ́ム): 来る, leave(リ́ーヴ): 去る",人・社会,beginner
goal,ゴ́ール,目標・得点,中世英語。派生: goalie(ゴ́ーリー): ゴールキーパー / goal setting(ゴ́ールセッティング): 目標設定,"aim(エ́イム): 目標, target(ター́ゲット): 的",学校・学習,beginner
good,グッ́ド,良い,"古英語 ""gōd""。派生: goodness(グッ́ドネス): 善良さ / good-bye(グッ́ドバイ): さようなら(短縮)","great(グレ́イト): すばらしい, bad(バ́ッド): 悪い",人・社会,beginner
government,ガヴァ́メント,政府,"古仏語 ""governer""。派生: govern(ガ́ヴァン): 統治する / governance(ガ́ヴァナンス): 統治(形)","state(ス́テイト): 国家, politics(ポ́リティクス): 政治",人・社会,intermediate
grade,グレ́イド,等級・成績,"ラテン語 ""gradus""(段階)。派生: upgrade(アッ́プグレード): 上方改訂 / downgrade(ダ́ウングレード): 格下げ","score(スコ́ア): 点数, level(レ́ベル): 段階",学校・学習,beginner
grand,グラ́ンド,壮大な・祖父母の,"ラテン語 ""grandis""。派生: grandson(グラ́ンドサン): 孫息子 / grandparent(グラ́ンドペアレント): 祖父母","great(グレ́イト): 偉大な, large(ラ́ージ): 大きい",人・社会,beginner
great,グレ́イト,偉大な・すばらしい,"古英語 ""grēat""。派生: greatly(グレ́イトリ): 大いに / great-grand(グレ́イトグランド): 曾〜","good(グッ́ド): 良い, excellent(エ́クセレント): 優れた",人・社会,beginner
green,グリ́ーン,緑・未熟な,"古英語 ""grēne""。派生: greenery(グリ́ーナリ): 緑地 / greenish(グリ́ーニッシュ): 緑がかった","blue(ブル́ー): 青, plant(プラ́ント): 植物",自然・環境,beginner
ground,グラ́ウンド,地面・根拠,"古英語 ""grund""。派生: groundwork(グラ́ウンドワーク): 基礎 / background(バ́ックグラウンド): 背景","earth(アー́ス): 土, reason(リ́ーズン): 理由",場所・移動,beginner
group,グル́ープ,集団,"フランス語 ""groupe""。派生: group work(グル́ープワーク): 班活動 / grouping(グル́ーピング): グループ化","team(テ́ィーム): チーム, class(ク́ラス): 学級",人・社会,beginner
grow,グロ́ウ,成長する,"古英語 ""grōwan""。派生: growth(グロ́ウス): 成長 / grown-up(グロ́ウナップ): 大人(口語)","increase(インクリ́ース): 増加する, develop(ディヴェ́ロップ): 発展する",人・社会,beginner
guess,ゲ́ス,推測する,中英語。派生: guesswork(ゲ́スワーク): 当て推量 / make a guess(メ́イクアゲ́ス): 推測する,"suppose(サポ́ウズ): 思う, estimate(エ́スティメイト): 見積もる",人・社会,beginner
guide,ガ́イド,案内する・案内人,古フランス語。派生: guidance(ガ́イダンス): 指導 / guidebook(ガ́イドブック): 案内書,"lead(リ́ード): 導く, show(ショ́ウ): 見せる",人・社会,beginner
habit,ハ́ビット,習慣,"ラテン語 ""habitus""。派生: habitual(ハビ́チュアル): 習慣的な / habitat(ハ́ビタット): 生息地(同根)","custom(カ́スタム): 習慣, routine(ルーティ́ーン): 日課",学校・学習,beginner
half,ハ́ーフ,半分,"古英語 ""healf""。派生: halfway(ハ́ーフウェイ): 中間の / halve(ハ́ーヴ): 半分にする","part(パ́ート): 部分, double(ダ́ブル): 2倍の",時間・数量,beginner
hand,ハ́ンド,手・渡す,"古英語 ""hand""。派生: handle(ハ́ンドル): 取り扱う / handout(ハ́ンドアウト): 配布資料","give(ギ́ヴ): 与える, palm(パ́ーム): 掌",食・健康,beginner
happen,ハ́ペン,起こる,古ノルド語。派生: happen to〜(ハ́ペントゥ): たまたま〜する / happening(ハ́ペニング): 出来事,"occur(オカ́ー): 起こる, take place(テイクプレ́イス): 開催される",時間・数量,beginner
happy,ハ́ピー,幸せな,"中英語 ""hap""(運)。派生: happiness(ハ́ピネス): 幸福 / unhappy(アンハ́ピー): 不幸な","glad(グラ́ッド): うれしい, sad(サ́ッド): 悲しい",人・社会,beginner
hard,ハ́ード,難しい・固い,"古英語 ""heard""。派生: hardly(ハ́ードリ): ほとんど〜ない / hardship(ハ́ードシップ): 苦難","difficult(ディ́フィカルト): 難しい, firm(ファ́ーム): 固い",人・社会,beginner
hat,ハ́ット,帽子,"古英語 ""hæt""。派生: hatchet(ハ́チェット): 手斧(同根) / top hat(ト́ップハ́ット): シルクハット","cap(キャ́ップ): 帽子, coat(コ́ート): 上着",日常生活,beginner
have,ハ́ヴ,持つ・〜がある,"古英語 ""habban""。派生: have to(ハ́ヴトゥ): 〜しなければならない / have got(ハ́ヴガ́ット): 持っている(口語)","own(オ́ウン): 所有する, possess(ポゼ́ス): 所有する",人・社会,beginner
head,ヘ́ッド,頭・先頭,"古英語 ""heafod""。派生: headline(ヘ́ッドライン): 見出し / headquarter(s)(ヘ́ッドクォーターズ): 本部","brain(ブレ́イン): 脳, top(ト́ップ): 上部",食・健康,beginner
health,ヘ́ルス,健康,"古英語 ""hǣlth""。派生: healthy(ヘ́ルシー): 健康な / healthcare(ヘ́ルスケア): 医療","illness(イ́ルネス): 病気, medicine(メ́ディスン): 医学",食・健康,beginner
hear,ヒ́ア,聞く,"古英語 ""hieran""。派生: hear of(ヒ́アオブ): 〜のうわさを聞く / overhear(オーヴァヒ́ア): 立ち聞きする","listen(リ́スン): 聞く, sound(サ́ウンド): 音",食・健康,beginner
heart,ハ́ート,心・心臓,"古英語 ""heorte""。派生: heartfelt(ハ́ートフェルト): 心からの / heart attack(ハ́ートアタック): 心臓発作","mind(マ́インド): 心, chest(チェ́スト): 胸",食・健康,beginner
heat,ヒ́ート,熱・加熱する,"古英語 ""hǣtu""。派生: heater(ヒ́ーター): 暖房機 / heat up(ヒ́ートアッ́プ): 温める","hot(ホ́ット): 熱い, temperature(テ́ンプリチャ): 温度",食・健康,beginner
heavy,ヘ́ヴィ,重い,"古英語 ""hefig""。派生: heavily(ヘ́ヴィリ): 重く / heavy rain(ヘ́ヴィレイン): 大雨","light(ラ́イト): 軽い, weight(ウェ́イト): 重さ",人・社会,beginner
height,ハ́イト,高さ,"古英語 ""hēhthu""。派生: heighten(ハ́イトゥン): 高める / at the height of(アットザハ́イトオブ): 真っ最中に","tall(ト́ール): 背が高い, depth(デ́プス): 深さ",場所・移動,beginner
help,ヘ́ルプ,助ける・助け,"古英語 ""helpan""。派生: helpful(ヘ́ルプフル): 役に立つ / helpless(ヘ́ルプレス): 無力な","assist(アシ́スト): 手伝う, aid(エ́イド): 援助",人・社会,beginner
here,ヒ́ア,ここに,"古英語 ""hēr""。派生: here and there(ヒ́アアンドゼア): あちこちに / here's(ヒ́アズ): 〜です(口語)","there(ゼ́ア): そこに, where(ウェ́ア): どこ",場所・移動,beginner
high,ハ́イ,高い,"古英語 ""hēah""。派生: higher(ハ́イヤー): より高い / highlight(ハ́イライト): 強調する","low(ロ́ウ): 低い, tall(ト́ール): 背が高い",人・社会,beginner
hill,ヒ́ル,丘,"古英語 ""hyll""。派生: hillside(ヒ́ルサイド): 丘の斜面 / downhill(ダウンヒ́ル): 下り坂","mountain(マ́ウンテン): 山, valley(ヴァ́リー): 谷",学校・学習,beginner
history,ヒ́ストリー,歴史,"ギリシャ語 ""historia""(探求)。派生: historic(ヒスト́リック): 歴史上重要な / historian(ヒストー́リアン): 歴史家","past(パ́スト): 過去, culture(カ́ルチャー): 文化",学校・学習,intermediate
hold,ホ́ウルド,持つ・開催する,"古英語 ""healdan""。派生: holder(ホ́ウルダー): 容器 / hold on(ホ́ウルドオ́ン): 少し待つ","keep(キ́ープ): 保つ, grasp(グラ́スプ): つかむ",人・社会,beginner
home,ホ́ウム,家・家庭,"古英語 ""hām""。派生: homeless(ホ́ウムレス): ホームレスの / homepage(ホ́ウムページ): ホームページ","house(ハ́ウス): 家, family(フ́ァミリー): 家族",日常生活,beginner
hope,ホ́ウプ,望む・望み,"古英語 ""hopa""。派生: hopeful(ホ́ウプフル): 希望に満ちた / hopeless(ホ́ウプレス): 絶望的な","wish(ウィ́ッシュ): 願う, expect(イクスペ́クト): 期待する",人・社会,beginner
horse,ホ́ース,馬,"古英語 ""hors""。派生: horseback(ホ́ースバック): 乗馬 / horsepower(ホ́ースパワー): 馬力","animal(ア́ニマル): 動物, cow(カ́ウ): 牛",自然・環境,beginner
hospital,ホ́スピタル,病院,"ラテン語 ""hospes""(客/もてなし)。派生: hospitality(ホスピタリ́ティ): 歓待 / hospice(ホ́スピス): 緩和ケア施設","clinic(クリ́ニック): 診療所, doctor(ド́クター): 医者",食・健康,beginner
hot,ホ́ット,熱い・辛い,"古英語 ""hāt""。派生: hotline(ホ́ットライン): 直通電話 / hot dog(ホ́ットドッグ): ホットドッグ","warm(ウォ́ーム): 暖かい, spicy(スパ́イシー): 辛い",食・健康,beginner
hour,ア́ワー,1時間,"フランス語経由ラテン語 ""hora""。派生: rush hour(ラ́ッシュア́ワー): 混雑時間 / hourly(ア́ワリ): 毎時の","minute(ミ́ニット): 分, day(デ́イ): 日",時間・数量,beginner
house,ハ́ウス,家・住宅,"古英語 ""hūs""。派生: household(ハ́ウスホールド): 世帯 / housing(ハ́ウジング): 住宅","home(ホ́ウム): 家庭, building(ビ́ルディング): 建物",日常生活,beginner
human,ヒュ́ーマン,人間の,"ラテン語 ""humanus""。派生: humanity(ヒュマ́ニティ): 人間性 / humane(ヒュメ́イン): 人道的な","person(パ́ーソン): 人, people(ピ́ープル): 人々",人・社会,beginner
hundred,ハ́ンドレッド,100,"古英語 ""hund(red)""。派生: hundredth(ハ́ンドレッス): 100番目 / hundreds of(ハ́ンドレッズオブ): 何百もの","ten(テ́ン): 10, thousand(サ́ウザンド): 1000",時間・数量,beginner
hungry,ハ́ングリ,空腹の,"古英語 ""hungor""。派生: hunger(ハ́ンガー): 飢え / hungry for〜(ハ́ングリフォー): 〜に飢えて","thirsty(サ́ースティ): のどが渇いた, full(フ́ル): 満腹の",人・社会,beginner
idea,アイデ́ィア,考え・発想,"ギリシャ語 ""idea""。派生: ideal(アイデ́ィアル): 理想の / idealism(アイデ́ィアリズム): 観念論","thought(ソ́ート): 考え, plan(プラ́ン): 計画",人・社会,beginner
if,イ́フ,もし〜なら,"古英語 ""gif""。派生: if only(イ́フオ́ンリ): 〜でさえあれば / as if(ア́ズイ́フ): まるで〜のように","when(ウェ́ン): 〜するとき, unless(アンレ́ス): 〜でない限り",言語基本,beginner
image,イ́メジ,像・イメージ,"ラテン語 ""imago""。派生: imagine(イマ́ジン): 想像する / imagery(イ́メジャリ): 比喩表現","picture(ピ́クチャー): 絵, photo(フォ́ト): 写真",運動・娯楽,beginner
improve,インプル́ーブ,改善する,"ラテン語 ""probare""(試す)→仏語経由。派生: improvement(インプル́ーブメント): 改善 / improvise(イ́ンプロヴァイズ): 即興する(同根)","better(ベ́ター): より良くする, develop(ディヴェ́ロップ): 発展させる",人・社会,beginner
include,インクル́ード,含む,"ラテン語 ""includere""(閉じ込める)。派生: inclusive(インクル́ーシヴ): 包括的な / include A in B(インクル́ードエ́ーインビ́ー): AをBに含める","contain(コンテ́イン): 含む, involve(インヴォ́ルヴ): 含む",人・社会,beginner
increase,インクリ́ース,増加する・増加,"ラテン語 ""increscere""(成長する)。派生: increasingly(インクリ́ーシングリ): ますます / increase in(インクリ́ースイン): 〜において増加する","grow(グロ́ウ): 成長する, rise(ラ́イズ): 上がる",人・社会,beginner
indeed,インディ́ード,本当に・実際に,"中英語 ""in dede""(実際に)。派生: deed(ディ́ード): 行為 / in deed and word(インディ́ードアンドワ́ード): 言行","really(リ́アリ): 本当に, truly(トゥル́ーリ): 真に",言語基本,beginner
industry,イ́ンダストリ,産業・工業,"ラテン語 ""industria""(勤勉)。派生: industrial(インダ́ストリアル): 産業の / industrious(インダ́ストリアス): 勤勉な","business(ビ́ジネス): 事業, factory(ファ́クトリ): 工場",人・社会,intermediate
information,インフォメ́イション,情報,"ラテン語 ""informare""(形作る)。派生: inform(インフォ́ーム): 知らせる / informative(インフォ́ーマティヴ): 有益な","data(デ́イタ): データ, news(ニ́ューズ): 知らせ",人・社会,beginner
inside,インサ́イド,〜の内側に・中,"中英語 ""in""+""side""。派生: insider(インサ́イダー): 内部者 / inside out(インサ́イドア́ウト): 裏返しに","within(ウィジ́ン): 〜の中に, outside(ア́ウトサイド): 外側",場所・移動,beginner
instead,インステ́ッド,代わりに,"中英語 ""in""+""stead""(場所)。派生: in place of(インプレ́イスオブ): 〜の代わりに / instead of(インステ́ッドオブ): 〜の代わりに","rather(ラ́ーザー): むしろ, alternatively(オールタ́ーネイティヴリ): あるいは",言語基本,beginner
interest,イ́ンタレスト,興味・利子,"ラテン語 ""interesse""(間にある→関係する)。派生: interesting(イ́ンタレスティング): 面白い / interested(イ́ンタレスティッド): 興味がある","attention(アテ́ンション): 注意, hobby(ホ́ビー): 趣味",人・社会,beginner
international,インターナ́ショナル,国際的な,"ラテン語 ""inter""(間)+nation。派生: internationally(インターナ́ショナリ): 国際的に / internationalize(インターナ́ショナライズ): 国際化する","global(グロ́ーバル): 世界的な, domestic(ドメ́スティック): 国内の",人・社会,intermediate
into,イ́ントゥ,〜の中へ,"古英語 ""intō""。派生: get into(ゲ́ットイントゥ): 〜に入る / turn into(ター́ンイントゥ): 〜に変わる","in(イ́ン): 〜の中に, to(トゥ́): 〜へ",言語基本,beginner
introduce,イントロデュ́ース,紹介する,"ラテン語 ""introducere""(内へ導く)。派生: introduction(イントロダ́クション): 紹介 / introductory(イントロダ́クトリ): 序論の","present(プレゼ́ント): 紹介する, bring in(ブリ́ングイン): 持ち込む",人・社会,beginner
invent,インヴェ́ント,発明する,"ラテン語 ""invenire""(見つける)。派生: invention(インヴェ́ンション): 発明 / inventor(インヴェ́ンター): 発明家","create(クリエ́イト): 創造する, discover(ディスカ́ヴァー): 発見する",科学・技術,intermediate
invite,インヴァ́イト,招待する,"ラテン語 ""invitare""。派生: invitation(インヴィテ́イション): 招待 / inviting(インヴァ́イティング): 魅力的な","ask(ア́スク): 頼む, welcome(ウェ́ルカム): 歓迎する",人・社会,beginner
island,ア́イランド,島,"古英語 ""īegland""。派生: islander(ア́イランダー): 島民 / isle(ア́イル): 島(詩的)","land(ラ́ンド): 陸地, sea(スィ́ー): 海",学校・学習,beginner
join,ジョ́イン,参加する・つなぐ,"古仏語 ""joindre""(結ぶ)。派生: joint(ジョ́イント): 関節・共同の / junction(ジャ́ンクション): 接合点","connect(コネ́クト): つなぐ, participate(パーティ́シペイト): 参加する",人・社会,beginner
joke,ジョ́ウク,冗談・冗談を言う,"ラテン語 ""jocus""(遊び)。派生: joker(ジョ́ウカー): 冗談を言う人 / jokingly(ジョ́ウキングリ): 冗談で","laugh(ラ́フ): 笑う, fun(ファ́ン): 楽しみ",人・社会,beginner
journey,ジャ́ーニ,旅行,"古仏語 ""jornee""(一日の旅)。派生: journal(ジャ́ーナル): 日記・雑誌 / journalist(ジャ́ーナリスト): 記者","trip(トリ́ップ): 旅行, travel(トラ́ヴェル): 旅する",場所・移動,beginner
joy,ジョ́イ,喜び,"古仏語 ""joie""。派生: joyful(ジョ́イフル): 喜びに満ちた / enjoy(エンジョ́イ): 楽しむ","happiness(ハ́ピネス): 幸福, delight(ディラ́イト): 喜び",人・社会,beginner
